department,dep_id,municipality,mun_id,school_id,school_name,lat,long,address,program_ids,program_labels,program_labels_1,program_labels_2,program_labels_3,program_labels_4,program_labels_5,program_labels_6,modality_ids,modality_labels,modality_labels_1,modality_labels_2,modality_labels_3,modality_labels_4,modality_labels_5,modality_labels_6,modality_labels_7,modality_labels_8,modality_labels_9,modality_labels_10
Boaco,11,Boaco,100,4335,SAGRADO CORAZON DE JESUS,12.4731,-85.662,CONTIGUO AL C DE C Y EVENTOS.,2,PRIMARIA,PRIMARIA,NA,NA,NA,NA,NA,113,"PREESCOLAR FORMAL MULTINIVEL,PRIMARIA REGULAR",PREESCOLAR FORMAL MULTINIVEL,PRIMARIA REGULAR,NA,NA,NA,NA,NA,NA,NA,NA
Boaco,11,Boaco,100,4336,AMINA AUXILIADORA ABDALLAH ALEMAN.,12.616,-85.36419,COMUNIDAD EL CONGO VILLA LA VEGA.,2,PRIMARIA,PRIMARIA,NA,NA,NA,NA,NA,1410,"PRIMARIA MULTIGRADO,PREESCOLAR COMUNITARIO MULTINIVEL",PRIMARIA MULTIGRADO,PREESCOLAR COMUNITARIO MULTINIVEL,NA,NA,NA,NA,NA,NA,NA,NA
Boaco,11,Boaco,100,4337,CENTRO ESCOLAR CARLOS MEJIA GODOY.,12.4425,-85.6706,5 KMS. AL SUR DE BOACO.,2,PRIMARIA,PRIMARIA,NA,NA,NA,NA,NA,1410,"PRIMARIA MULTIGRADO,PREESCOLAR COMUNITARIO MULTINIVEL",PRIMARIA MULTIGRADO,PREESCOLAR COMUNITARIO MULTINIVEL,NA,NA,NA,NA,NA,NA,NA,NA
Boaco,11,Boaco,100,4338,CENTRO ESCOLAR MEDALLA MILAGROSA.,12.45206,-85.63811,CERRO LARGO 15 KM. AL SUR.,2,PRIMARIA,PRIMARIA,NA,NA,NA,NA,NA,1410,"PRIMARIA MULTIGRADO,PREESCOLAR COMUNITARIO MULTINIVEL",PRIMARIA MULTIGRADO,PREESCOLAR COMUNITARIO MULTINIVEL,NA,NA,NA,NA,NA,NA,NA,NA
Boaco,11,Boaco,100,4340,SANTA RITA (QUEBRACHITO),12.432,-85.66058,COMARCA EL QUEBRACHITO.,2,PRIMARIA,PRIMARIA,NA,NA,NA,NA,NA,1410,"PRIMARIA MULTIGRADO,PREESCOLAR COMUNITARIO MULTINIVEL",PRIMARIA MULTIGRADO,PREESCOLAR COMUNITARIO MULTINIVEL,NA,NA,NA,NA,NA,NA,NA,NA
Boaco,11,Boaco,100,4341,CENTRO ESCOLAR JOSÉ CECILIO DEL VALLE.,12.4113,-85.6123,COMARCA TORREZ.,2,PRIMARIA,PRIMARIA,NA,NA,NA,NA,NA,141,"PRIMARIA MULTIGRADO,PREESCOLAR COMUNITARIO",PRIMARIA MULTIGRADO,PREESCOLAR COMUNITARIO,NA,NA,NA,NA,NA,NA,NA,NA
Boaco,11,Boaco,100,4342,CENTRO ESCOLAR ANDRES CASTRO.,12.4696,-85.5886,14 KMS. DE BOACO CARRETERA A CAMOAPA.,2,PRIMARIA,PRIMARIA,NA,NA,NA,NA,NA,1410,"PRIMARIA MULTIGRADO,PREESCOLAR COMUNITARIO MULTINIVEL",PRIMARIA MULTIGRADO,PREESCOLAR COMUNITARIO MULTINIVEL,NA,NA,NA,NA,NA,NA,NA,NA
Boaco,11,Boaco,100,4343,CENTRO ESCOLAR JOSÉ DE LA CRUZ MENA.,12.47455,-85.56549,DE LA CAPILLA CATOLICA 200 VRS CARRETERA A CAMOAPA.,2,PRIMARIA,PRIMARIA,NA,NA,NA,NA,NA,1014,"PREESCOLAR COMUNITARIO MULTINIVEL,PRIMARIA MULTIGRADO",PREESCOLAR COMUNITARIO MULTINIVEL,PRIMARIA MULTIGRADO,NA,NA,NA,NA,NA,NA,NA,NA
Boaco,11,Boaco,100,4344,CENTRO ESCOLAR SAN LUIS.,12.46924,-85.61326,9 KM. DE BOACO ESTE.,2,PRIMARIA,PRIMARIA,NA,NA,NA,NA,NA,1410,"PRIMARIA MULTIGRADO,PREESCOLAR COMUNITARIO MULTINIVEL",PRIMARIA MULTIGRADO,PREESCOLAR COMUNITARIO MULTINIVEL,NA,NA,NA,NA,NA,NA,NA,NA
Boaco,11,Boaco,100,4345,CENTRO ESCOLAR ASUNCIÒN ARMENGOL ORTIZ.,12.44269,-85.60624,AL SUR 18 KM. CARRETERA A CAMOAPA.,2,PRIMARIA,PRIMARIA,NA,NA,NA,NA,NA,1410,"PRIMARIA MULTIGRADO,PREESCOLAR COMUNITARIO MULTINIVEL",PRIMARIA MULTIGRADO,PREESCOLAR COMUNITARIO MULTINIVEL,NA,NA,NA,NA,NA,NA,NA,NA
Boaco,11,Boaco,100,4346,CENTRO ESCOLAR LEOVIJILDO JIRÒN PAZ.,12.42518,-85.58017,BUENA VISTA # 1.,2,PRIMARIA,PRIMARIA,NA,NA,NA,NA,NA,10114,"PREESCOLAR COMUNITARIO MULTINIVEL,PREESCOLAR COMUNITARIO,PRIMARIA MULTIGRADO",PREESCOLAR COMUNITARIO MULTINIVEL,PREESCOLAR COMUNITARIO,PRIMARIA MULTIGRADO,NA,NA,NA,NA,NA,NA,NA
Boaco,11,Boaco,100,4347,CENTRO ESCOLAR SAN FRANCISCO DE ASIS.,12.48133,-85.541341,"ESC,  TULE ORIENTAL.",722,"ALFABETIZACION,PRIMARIA,PRIMARIA",ALFABETIZACION,PRIMARIA,PRIMARIA,NA,NA,NA,6331410107,"ALFABETIZACION,PRIMARIA REGULAR,PRIMARIA MULTIGRADO,PREESCOLAR COMUNITARIO MULTINIVEL,III CICLO",ALFABETIZACION,PRIMARIA REGULAR,PRIMARIA MULTIGRADO,PREESCOLAR COMUNITARIO MULTINIVEL,III CICLO,NA,NA,NA,NA,NA
Boaco,11,Boaco,100,4348,CENTRO ESCOLAR CONCEPCIÒN DE MARIA.,12.47212,-85.53586,DEL CENTRO ROBERTO GUILLEN B. 3 KMS AL OESTE.,2,PRIMARIA,PRIMARIA,NA,NA,NA,NA,NA,1410,"PRIMARIA MULTIGRADO,PREESCOLAR COMUNITARIO MULTINIVEL",PRIMARIA MULTIGRADO,PREESCOLAR COMUNITARIO MULTINIVEL,NA,NA,NA,NA,NA,NA,NA,NA
Boaco,11,Boaco,100,4349,CENTRO ESCOLAR SALVADORA CASTILLO.,12.49103,-85.50375,DE LA CAPILLA SANTA MARIA LA REYNA 300 MTS AL ESTE.,2,PRIMARIA,PRIMARIA,NA,NA,NA,NA,NA,1410,"PRIMARIA MULTIGRADO,PREESCOLAR COMUNITARIO MULTINIVEL",PRIMARIA MULTIGRADO,PREESCOLAR COMUNITARIO MULTINIVEL,NA,NA,NA,NA,NA,NA,NA,NA
