Nombre,school_id,Latitud,Longitud,Direccion,modality_labels,modality_ids,program_ids,program_labels,department,municipality,dep_id,mun_id
CENTRO ESCOLAR DIRIANGEN,700,13.49235200,-86.50553900,KM 207 CARRETERA A OCOTAL.,"PRIMARIA REGULAR,III CICLO,PREESCOLAR FORMAL MULTINIVEL","3,107,11",2,PRIMARIA,Madriz,Yalagüina,2,17
CENTRO ESCOLAR MONSEÑOR JOSE DEL CARMEN SUAZO,701,13.51606300,-86.49307900,KM 210 CARRETERA A OCOTAL.,"PREESCOLAR COMUNITARIO MULTINIVEL,PRIMARIA MULTIGRADO","10,14",2,PRIMARIA,Madriz,Yalagüina,2,17
CENTRO ESCOLAR JOSE CRUZ BARREDA,702,13.50833200,-86.50660500,KM 209 CARRETERA A OCOTAL 500 METROS AL ESTE.,"PRIMARIA MULTIGRADO,PREESCOLAR COMUNITARIO MULTINIVEL","14,10",2,PRIMARIA,Madriz,Yalagüina,2,17
CENTRO ESCOLAR ENMANUEL MONGALO,703,13.51745000,-86.51745000,KM 208½ CARRETERA PANAME.A SOMOTO 1 KM AL ESTE.,"PREESCOLAR COMUNITARIO MULTINIVEL,PRIMARIA MULTIGRADO","10,14",2,PRIMARIA,Madriz,Yalagüina,2,17
CENTRO ESCOLAR NICARAO,704,13.50114100,-86.51956600,KM 208 ½ CARRETERA PANAM. A SOMOTO½ KM AL ESTE.,"PRIMARIA MULTIGRADO,PREESCOLAR COMUNITARIO MULTINIVEL","14,10",2,PRIMARIA,Madriz,Yalagüina,2,17
CENTRO ESCOLAR MIGUEL LARREYNAGA,706,13.49410600,-86.52030000,KM 208½ CARRETERA PANAMERICANA A SOMOTO.,"SECUNDARIA EN EL CAMPO,PREESCOLAR FORMAL,PREESCOLAR COMUNITARIO,PRIMARIA REGULAR","30,2,1,3","3,2","SECUNDARIA,PRIMARIA",Madriz,Yalagüina,2,17
CENTRO ESCOLAR CRISTOBAL COLON,707,13.45631500,-86.50781100,7 KM AL NOROESTE DE LA SEDE MUNICIPAL.,"PREESCOLAR COMUNITARIO MULTINIVEL,PRIMARIA MULTIGRADO","10,14",2,PRIMARIA,Madriz,Yalagüina,2,17
CENTRO ESCOLAR RUBÉN DARÍO,708,13.45969800,-86.49060200,5 KM AL OESTE DE YALAGÜINA.,"PRIMARIA MULTIGRADO,Primaria Comunitaria JYA,IV CICLO,III CICLO,PREESCOLAR COMUNITARIO MULTINIVEL","14,65,109,107,10","2,2","PRIMARIA,PRIMARIA",Madriz,Yalagüina,2,17
CENTRO ESCOLAR 15 DE SEPTIEMBRE,709,13.44917600,-86.50106400,6 KM AL OESTE DE LA CABECERA MUNICIPAL.,"PREESCOLAR COMUNITARIO MULTINIVEL,PRIMARIA MULTIGRADO","10,14",2,PRIMARIA,Madriz,Yalagüina,2,17
CENTRO ESCOLAR EL MADROÑO,710,13.44412000,-86.47337900,6 KM AL OESTE DE LA CABECERA MUNICIPAL.,"PRIMARIA MULTIGRADO,PREESCOLAR COMUNITARIO MULTINIVEL","14,10",2,PRIMARIA,Madriz,Yalagüina,2,17
INSTITUTO NACIONAL DE YALAGÜINA,711,13.48608000,-86.48986300,COSTADO SUR ESTADIO MUNICIPAL.,SECUNDARIA REGULAR,5,3,SECUNDARIA,Madriz,Yalagüina,2,17
PREESCOLAR SAN BARTOLO,712,13.48262600,-86.49819500,DEL MUNICIPAL 2 KM AL OESTE.,PREESCOLAR FORMAL MULTINIVEL,11,,,Madriz,Yalagüina,2,17
CENTRO ESCOLAR EL JOCOTE,713,13.50770500,-86.48715600,KM 210 CARRETERA A OCOTAL 3 KM AL NOR ESTE.,"PREESCOLAR COMUNITARIO MULTINIVEL,PRIMARIA MULTIGRADO","10,14",2,PRIMARIA,Madriz,Yalagüina,2,17
CENTRO ESCOLAR EL TRAPICHITO,714,13.44467700,-86.48481400,DE LA CABECERA MUNICIPAL 9KM AL SUROESTE.,"PREESCOLAR COMUNITARIO MULTINIVEL,PRIMARIA MULTIGRADO","10,14",2,PRIMARIA,Madriz,Yalagüina,2,17
CENTRO ESCOLAR FLOR DE SACUANJOCHE,715,13.49285500,-86.53670400,DEL MUNICIPIO DE YALAGUINA 6KM (KM211) CARRETERA SOMOTO.,PRIMARIA MULTIGRADO,14,2,PRIMARIA,Madriz,Yalagüina,2,17
CENTRO ESCOLAR WUISTON MAURICIO LOPEZ GONZALEZ,716,13.42639700,-86.48661700,8KM AL SUROESTE DE LA CABECERA MUNICIPAL.,"PREESCOLAR COMUNITARIO MULTINIVEL,PRIMARIA MULTIGRADO","10,14",2,PRIMARIA,Madriz,Yalagüina,2,17
CENTRO ESCOLAR ELIM,2667,12.06760000,-86.32530000,KM 13½ CARRETERA SUR 350 VRS ABAJO.,"PRIMARIA REGULAR,PREESCOLAR FORMAL MULTINIVEL","3,11",2,PRIMARIA,Managua,El Crucero,6,58
COLEGIO ALFA Y OMEGA,2668,11.95450000,-86.36660000,ALCALDIA DEL CRUCERO 9 KM AL OESTE.,"PRIMARIA MULTIGRADO,SECUNDARIA EN EL CAMPO,PREESCOLAR COMUNITARIO MULTINIVEL","14,30,10","2,3","PRIMARIA,SECUNDARIA",Managua,El Crucero,6,58
COLEGIO PARROQUIAL CONCEPCIÓN DE MARÍA,2669,11.99220000,-86.30570000,FINAL DEL CALLEJON LOURDES.,"SECUNDARIA POR ENCUENTRO,SECUNDARIA REGULAR,PRIMARIA REGULAR","13,5,3","3,3,2","SECUNDARIA,SECUNDARIA,PRIMARIA",Managua,El Crucero,6,58
CENTRO ESCOLAR MARTÍN LUTHER KING,2670,12.04740000,-86.31860000,KM 14 S.C. SUR.,"PREESCOLAR COMUNITARIO MULTINIVEL,PREESCOLAR COMUNITARIO,III CICLO,SECUNDARIA REGULAR,PRIMARIA REGULAR","10,1,107,5,3","3,2","SECUNDARIA,PRIMARIA",Managua,El Crucero,6,58
ESCUELA SIMÓN BOLIVAR,2671,11.99490000,-86.30610000,DEL PARQUE DE EL CRUCERO 3 KM AL ESTE.,"III CICLO,PRIMARIA REGULAR,PREESCOLAR FORMAL MULTINIVEL,SECUNDARIA REGULAR","107,3,11,5","2,3","PRIMARIA,SECUNDARIA",Managua,El Crucero,6,58
INSTITUTO AUGUSTO CESAR SANDINO,2672,12.02133300,-86.32941500,BOQUETE KM 21 C/SUR 2 KM AL NORTE.,SECUNDARIA POR ENCUENTRO,13,3,SECUNDARIA,Managua,El Crucero,6,58
ESCUELA RUBÉN DARÍO,2673,12.03941000,-86.39365000,BOQUETE KM 21 C/SUR 2 KM AL NORTE.,"PRIMARIA MULTIGRADO,PREESCOLAR COMUNITARIO MULTINIVEL","14,10",2,PRIMARIA,Managua,El Crucero,6,58
LOS HIDALGOS,2676,12.01412100,-86.38700100,KM 21 CARRETERA SUR 13 KM AL OESTE.,"PRIMARIA MULTIGRADO,PREESCOLAR COMUNITARIO MULTINIVEL","14,10",2,PRIMARIA,Managua,El Crucero,6,58
ESCUELA ANGÉLICA CASTAÑEDA,2677,11.98940000,-86.41136000,KM 21 CARRETERA SUR 18 KM AL OESTE.,"PRIMARIA MULTIGRADO,PREESCOLAR COMUNITARIO MULTINIVEL","14,10",2,PRIMARIA,Managua,El Crucero,6,58
ESCUELA ANDRES CASTRO,2678,11.99560000,-86.33675000,DE LA ENTRADA DEL CANAL 6 5 KM AL OESTE.,"PRIMARIA MULTIGRADO,PREESCOLAR COMUNITARIO MULTINIVEL","14,10",2,PRIMARIA,Managua,El Crucero,6,58
ESCUELA SAN RAMÓN PILAS #1,2679,11.97240000,-86.41335000,KM 21 CARRETERA SUR 17 KM AL OESTE.,"PREESCOLAR FORMAL MULTINIVEL,PRIMARIA MULTIGRADO","11,14",2,PRIMARIA,Managua,El Crucero,6,58
ESCUELA ELMER CHAVEZ PILA #2,2680,11.98280000,-86.39380000,KM 21 CARRETERA SUR 15 KM AL OESTE.,"PRIMARIA MULTIGRADO,SECUNDARIA EN EL CAMPO,PREESCOLAR COMUNITARIO MULTINIVEL","14,30,10","2,3","PRIMARIA,SECUNDARIA",Managua,El Crucero,6,58
SAN JOSÉ DE ACOTO,2681,11.96309700,-86.35455400,DE LA ALCALDIA 7 KM AL OESTE.,"PRIMARIA MULTIGRADO,PREESCOLAR COMUNITARIO MULTINIVEL","14,10",2,PRIMARIA,Managua,El Crucero,6,58
DIVINO NIÑO JESÚS,2682,11.97124000,-86.31005800,KM 26 CARRETERA SUR.,"PRIMARIA EXTRAEDAD,III CICLO,PREESCOLAR FORMAL MULTINIVEL,PRIMARIA REGULAR,SECUNDARIA REGULAR","4,107,11,3,5","2,2,3","PRIMARIA,PRIMARIA,SECUNDARIA",Managua,El Crucero,6,58
INSTITUTO NUESTRA SEÑORA DE LAS VICTORIAS,2683,11.98900000,-86.31020000,KM 23 1/2 CARRETERA SUR CONTIGUO A IGLESIA CATILICA.,"PREESCOLAR FORMAL MULTINIVEL,SECUNDARIA REGULAR,PRIMARIA REGULAR","11,5,3","3,2","SECUNDARIA,PRIMARIA",Managua,El Crucero,6,58
CENTRO ESCOLAR ENMANUEL MONGALO #2,2684,11.97827100,-86.34077200,ENTRADA STA. MATILDE 4 KM AL OESTE.,"PRIMARIA MULTIGRADO,PREESCOLAR COMUNITARIO MULTINIVEL","14,10",2,PRIMARIA,Managua,El Crucero,6,58
DIVINA INFANTITA,2685,11.99330000,-86.30640000,DEL PARQUE 1 C. A LAS NUBES 1 C. AL SUR.,"PRIMARIA REGULAR,PREESCOLAR COMUNITARIO MULTINIVEL,PREESCOLAR COMUNITARIO","3,10,1",2,PRIMARIA,Managua,El Crucero,6,58
ELMER CHAVEZ ANEXO PILAS #2,2686,12.04830000,-86.31040000,KM 21 CARRETERA SUR 1/2 C/S.,"PRIMARIA REGULAR,PREESCOLAR FORMAL MULTINIVEL,EBA","3,11,102",2,PRIMARIA,Managua,El Crucero,6,58
ENMANUEL MONGALO #1,2687,11.92450000,-86.32817000,KM 29 CARRETERA  SUR 4½KM AL OESTE.,"PREESCOLAR COMUNITARIO MULTINIVEL,SECUNDARIA EN EL CAMPO,PRIMARIA MULTIGRADO","10,30,14","3,2","SECUNDARIA,PRIMARIA",Managua,El Crucero,6,58
INSTITUTO DIOCESANO MONTE TABOR,2688,12.06770000,-86.32490000,IGLESIA MONTE TABOR 500VRS ABAJO.,SECUNDARIA REGULAR,5,3,SECUNDARIA,Managua,El Crucero,6,58
ESCUELA MAS QUE VENCEDORES,2689,11.98590000,-86.30910000,KM 24 1/4 200 MTS AL ESTE.,"PREESCOLAR FORMAL,SECUNDARIA REGULAR,PRIMARIA REGULAR","2,5,3","3,2","SECUNDARIA,PRIMARIA",Managua,El Crucero,6,58
CENTRO ESCOLAR DESENREDO ANEXO LA FORTUNA,2690,12.00038000,-86.32786000,KM 22 C/SUR 2KM AL OESTE.,PRIMARIA MULTIGRADO,14,2,PRIMARIA,Managua,El Crucero,6,58
CENTRO ESCOLAR LOS SOLICES ANEXO A SIMON BOLIVAR,2691,12.07006500,-86.32065800,"KM13½ CARRETERA SUR, 300MTS AL OESTE.","PRIMARIA MULTIGRADO,PREESCOLAR COMUNITARIO MULTINIVEL","14,10",2,PRIMARIA,Managua,El Crucero,6,58
CENTRO ESCOLAR WILLIAM MORALES,2692,11.95677100,-86.30405400,"COMEDOR DESAYUNO 100 MTS O, 50 MTS AL NORTE.",PRIMARIA REGULAR,3,2,PRIMARIA,Managua,El Crucero,6,58
CENTRO EDUCATIVO PUBLICO BLANCA ARAUZ PINEDA,2693,12.04406400,-86.34432300,"KM 21 CARRETERA SUR, 3KM AL NOROESTE.","PRIMARIA MULTIGRADO,PREESCOLAR FORMAL MULTINIVEL,PRIMARIA REGULAR","14,11,3","2,2","PRIMARIA,PRIMARIA",Managua,El Crucero,6,58
CENTRO ESCOLAR SALOMON DE LA SELVA,3560,11.94878900,-86.30024400,KM 28½ CARRETERA CARAZO MANAGUA.,"PREESCOLAR FORMAL MULTINIVEL,PRIMARIA MULTIGRADO,PRIMARIA REGULAR","11,14,3","2,2","PRIMARIA,PRIMARIA",Managua,El Crucero,6,58
PEDRO JOAQUIN CHAMORRO CARDENAL,2694,12.15436800,-86.14935100,"KM 14 C. NORTE, MONTE FRESCO.","PRIMARIA REGULAR,Primaria Comunitaria JYA,SECUNDARIA REGULAR,PRIMARIA EXTRAEDAD","3,65,5,4","2,2,3,2","PRIMARIA,PRIMARIA,SECUNDARIA,PRIMARIA",Managua,Managua,6,59
SAN FRANCISCO DE ASIS,2696,12.09050000,-86.32800000,KM 10 ½ CENTRO DE SALUD COLEGIO ALEMAN 10 METROS ABAJO.,"PREESCOLAR FORMAL MULTINIVEL,PRIMARIA REGULAR","11,3",2,PRIMARIA,Managua,Managua,6,59
CENTRO ESCOLAR CORAZON DE JESUS,2698,12.09976000,-86.36790000,LOS SOLANOS KM 13 CTRA VJA LEON 3KM AL NORTE.,"III CICLO,PRIMARIA REGULAR,IV CICLO,PREESCOLAR COMUNITARIO MULTINIVEL","107,3,109,10",2,PRIMARIA,Managua,Managua,6,59
CENTRO ESCOLAR PABLO NERUDA,2699,12.11377100,-86.34608900,"CARRETERA VIEJA A LEÓN, KM. 9 1/2, 3 KM. AL NORTE.","PREESCOLAR FORMAL MULTINIVEL,PRIMARIA MULTIGRADO,PRIMARIA REGULAR","11,14,3","2,2","PRIMARIA,PRIMARIA",Managua,Managua,6,59
CENTRO ESCOLAR PEDRO DAVILA,2700,12.08990000,-86.34540000,KM 12 CARRETERA VIEJA A LEON 2 KMS AL SUR.,"PRIMARIA REGULAR,SECUNDARIA REGULAR,PREESCOLAR FORMAL MULTINIVEL,PREESCOLAR FORMAL","3,5,11,2","2,3","PRIMARIA,SECUNDARIA",Managua,Managua,6,59
CENTRO ESCOLAR MARIA MORA,2701,12.11435100,-86.33008700,KM 9 ½ CARRETERA VIEJA A LEON 1 KM AL NORTE.,"PREESCOLAR COMUNITARIO MULTINIVEL,III CICLO,Primaria Comunitaria JYA,PRIMARIA MULTIGRADO","10,107,65,14","2,2","PRIMARIA,PRIMARIA",Managua,Managua,6,59
CENTRO ESCOLAR SAN LUIS - KM. 10 NEJAPA SUR,2702,12.09933000,-86.34043500,CARRETERA VIEJA A LEON KM 10½.,"PREESCOLAR FORMAL MULTINIVEL,SECUNDARIA POR ENCUENTRO,SECUNDARIA REGULAR,PREESCOLAR COMUNITARIO MULTINIVEL,PRIMARIA REGULAR","11,13,5,10,3","3,3,2","SECUNDARIA,SECUNDARIA,PRIMARIA",Managua,Managua,6,59
CENTRO EDUCATIVO NIÑO JESUS DE PRAGA,2703,12.08820000,-86.35750000,KM 14 CARRETERA VIEJA A LEON 300 VRS OESTE.,"PRIMARIA REGULAR,SECUNDARIA REGULAR,PREESCOLAR FORMAL,PREESCOLAR FORMAL MULTINIVEL","3,5,2,11","2,3","PRIMARIA,SECUNDARIA",Managua,Managua,6,59
INSTITUTO PRIVADO CENTROAMERICANO,2704,12.07435600,-86.33002800,KM 12.5 CARRETERA SUR 1 KM AL OCCIDENTE FRENTE AL Bº HILARIO SANCHEZ.,"III CICLO,SECUNDARIA POR ENCUENTRO","107,13",3,SECUNDARIA,Managua,Managua,6,59
LAS PIEDRECITAS,2705,12.12851800,-86.31408000,SEMAFOROS VELEZ PAIZ 2C. AL OESTE ½ CUADRA AL NORTE.,"PREESCOLAR COMUNITARIO MULTINIVEL,PRIMARIA REGULAR,PREESCOLAR FORMAL","10,3,2",2,PRIMARIA,Managua,Managua,6,59
COLEGIO VOCACIONAL ADVENTISTA DE NICARAGUA,2706,12.08400000,-86.34430000,COMARCA CEDRO GALAN KM 12 CTRA VJA LEON 1500 MTS A.,"PRIMARIA REGULAR,SECUNDARIA REGULAR,PREESCOLAR FORMAL","3,5,2","2,3","PRIMARIA,SECUNDARIA",Managua,Managua,6,59
ESCUELA SAN JOSE DE LA CAÑADA,2707,12.08270000,-86.32600000,KM 12½ CARRETERA SUR 3 KMS AL OESTE.,"PRIMARIA REGULAR,PREESCOLAR FORMAL MULTINIVEL","3,11",2,PRIMARIA,Managua,Managua,6,59
CENTRO ESCOLAR MADRE DEL DIVINO PASTOR (NEJAPA),2709,12.10970000,-86.32770000,NEJAPA KM 10 CARRETERA VIEJA A LEON 3 KM AL NORTE.,"PRIMARIA REGULAR,SECUNDARIA REGULAR,PREESCOLAR FORMAL","3,5,2","2,3","PRIMARIA,SECUNDARIA",Managua,Managua,6,59
BAUTISTA EL CALVARIO,2710,12.14960000,-86.30050000,DE LA ESTATUA MONSEÑOR LEZCANO 3C. ABAJO.,"PREESCOLAR FORMAL,SECUNDARIA REGULAR,PRIMARIA REGULAR","2,5,3","3,2","SECUNDARIA,PRIMARIA",Managua,Managua,6,59
PREESCOLAR BYRON DIAZ,2711,12.13626600,-86.30603500,EMBAJADA AMERICANA 3 CUADRAS AL OESTE 1C. AL SUR.,PREESCOLAR FORMAL,2,,,Managua,Managua,6,59
LUMEN CHRISTI,2712,12.14890000,-86.30120000,CINE LEON 2C. AL SUR.,"PRIMARIA REGULAR,PREESCOLAR FORMAL","3,2",2,PRIMARIA,Managua,Managua,6,59
CENTRO EDUCATIVO XILONEM,2713,12.15110000,-86.29880000,ESTATUA DE MONSEÑOR LEZCANO 2C AL LAGO 1½ C. ABAJO.,"PRIMARIA REGULAR,SECUNDARIA REGULAR,PREESCOLAR FORMAL","3,5,2","2,3","PRIMARIA,SECUNDARIA",Managua,Managua,6,59
CENTRO DE ESTUDIOSAN MIGUEL ARCANGEL,2714,12.15670000,-86.31330000,ENTRADA HOSPITAL LENNIN FONSECA 1C. OESTE 9½ CUADRA AL NORTE.,"PREESCOLAR FORMAL MULTINIVEL,PRIMARIA REGULAR","11,3",2,PRIMARIA,Managua,Managua,6,59
PREESCOLAR BERTHA,2715,12.13877000,-86.23432400,IGLESIA PÍO X 1C ARRIBA 2C AL SUR.,PREESCOLAR FORMAL,2,,,Managua,Managua,6,59
CENTRO ESCOLAR NUESTRA SRA: DEL CARMEN,2716,12.13580000,-86.30180000,EMBAJADA  U.S.A. 4 CUADRAS AL SUR 1C. AL OESTE.,"PRIMARIA REGULAR,PREESCOLAR FORMAL,SECUNDARIA REGULAR","3,2,5","2,3","PRIMARIA,SECUNDARIA",Managua,Managua,6,59
JOSÉ DOLORES ESTRADA,2717,12.15328200,-86.28802000,DELICIAS DEL VOLGA 1 C. AL LAGO ½ CUADRA ABAJO.,"PRIMARIA EXTRAEDAD,PRIMARIA REGULAR,PREESCOLAR FORMAL,PREESCOLAR FORMAL MULTINIVEL","4,3,2,11","2,2","PRIMARIA,PRIMARIA",Managua,Managua,6,59
COLEGIO PAUL HARRIS,2718,12.15426000,-86.29039200,IGLESIA STA ANA 3 C AL SUR 1C AL OESTE ½ C AL SUR.,"PREESCOLAR FORMAL MULTINIVEL,PRIMARIA REGULAR,PREESCOLAR FORMAL","11,3,2",2,PRIMARIA,Managua,Managua,6,59
CENTRO ESCOLAR ADRIAN ROJAS NARVAEZ,2719,12.13416000,-86.30370200,EMBAJADA AMERICANA 3C AL SUR 2½ ABAJO.,"PRIMARIA REGULAR,PREESCOLAR FORMAL MULTINIVEL","3,11",2,PRIMARIA,Managua,Managua,6,59
CENTRO ESCOLAR SAN SEBASTIAN,2720,12.15790000,-86.18710000,"TRANSAGRO 1C AL LAGO, 1C ARRIBA 1C AL LAGO.","PREESCOLAR FORMAL MULTINIVEL,PRIMARIA REGULAR","11,3",2,PRIMARIA,Managua,Managua,6,59
ADVENTISTA ROBERTO EUBANKS,2721,12.15170000,-86.30270000,CINE LEON 1C. ABAJO 2C. AL LAGO.,"PRIMARIA REGULAR,PREESCOLAR FORMAL MULTINIVEL","3,11",2,PRIMARIA,Managua,Managua,6,59
INSTITUTO NACIONAL RAMIREZ GOYENA,2722,12.14822600,-86.31425000,CONTIGUO CALZADO MANICA.,"SECUNDARIA POR ENCUENTRO,SECUNDARIA REGULAR","13,5","3,3","SECUNDARIA,SECUNDARIA",Managua,Managua,6,59
INSTITUTO NACIONAL GASPAR GARCIA LAVIANA,2723,12.15502400,-86.29946600,CASA PELLAS 3 CUADRAS AL SUR.,"SECUNDARIA NOCTURNA,SECUNDARIA REGULAR","6,5","3,3","SECUNDARIA,SECUNDARIA",Managua,Managua,6,59
LAS BRISAS,2724,12.15547100,-86.31507200,RESTAURANTE ARAGON 9C. AL NORTE.,"PREESCOLAR FORMAL MULTINIVEL,PRIMARIA REGULAR,PREESCOLAR FORMAL","11,3,2",2,PRIMARIA,Managua,Managua,6,59
WISCONSIN,2725,12.15786700,-86.31261600,"TERMINAL DE LA 101, 1C. ARRIBA ½ AL SUR LAS BRISAS.","PREESCOLAR FORMAL,Primaria Comunitaria JYA,PRIMARIA REGULAR","2,65,3","2,2","PRIMARIA,PRIMARIA",Managua,Managua,6,59
CENTRO EDUCATIVO CARLOS FONSECA AMADOR,2726,12.14011600,-86.30461300,MODULOS NUEVOS INAA 2C. AL ESTE.,"PRIMARIA REGULAR,SECUNDARIA NOCTURNA,SECUNDARIA POR ENCUENTRO,PREESCOLAR FORMAL,SECUNDARIA REGULAR","3,6,13,2,5","2,3,3,3","PRIMARIA,SECUNDARIA,SECUNDARIA,SECUNDARIA",Managua,Managua,6,59
CENTRO ESCOLAR MODESTO ARMIJO LOZANO,2727,12.14614000,-86.30265000,RESTAURANTE MUNICH 2 C ½ AL ESTE.,"PREESCOLAR FORMAL,Primaria Comunitaria JYA,ALFABETIZACION,PRIMARIA REGULAR","2,65,63,3","2,7,2","PRIMARIA,ALFABETIZACION,PRIMARIA",Managua,Managua,6,59
CENTRO ESCOLAR WALTER GARCIA BALTODANO,2728,12.15209800,-86.28536600,DELICIAS DEL VOLGA 2 CUADRAS AL ESTE.,"PRIMARIA REGULAR,PREESCOLAR FORMAL","3,2",2,PRIMARIA,Managua,Managua,6,59
CENTRO ESCOLAR PUBLICO MODESTO BEJARANO,2729,12.16113000,-86.29729200,CASA PELLAS 2C AL LAGO 3C ARRIBA.,"PRIMARIA REGULAR,PREESCOLAR FORMAL MULTINIVEL,PRIMARIA EXTRAEDAD","3,11,4","2,2","PRIMARIA,PRIMARIA",Managua,Managua,6,59
COLEGIO PEDRO JOAQUIN CHAMORRO,2730,12.15959600,-86.28746500,DEL ARBOLITO 2C. AL NORTE.,"PRIMARIA REGULAR,PREESCOLAR FORMAL,SECUNDARIA REGULAR,PREESCOLAR FORMAL MULTINIVEL","3,2,5,11","2,3","PRIMARIA,SECUNDARIA",Managua,Managua,6,59
ESCUELA PARROQUIAL SANTA ANA,2731,12.15730000,-86.28950000,CONTIGUO A LA IGLESIA SANTA ANA.,"PREESCOLAR FORMAL MULTINIVEL,PREESCOLAR FORMAL,PRIMARIA REGULAR","11,2,3",2,PRIMARIA,Managua,Managua,6,59
CENTRO ESCOLAR SAGRADO CORAZON DE JESUS,2732,12.14900000,-86.29680000,ESTATUA MONSEÑOR LEZCANO 1C. AL ESTE ½ C. AL SUR.,"PRIMARIA REGULAR,SECUNDARIA REGULAR,PREESCOLAR FORMAL","3,5,2","2,3","PRIMARIA,SECUNDARIA",Managua,Managua,6,59
CENTRO ESCOLAR SANTA MARIA REYNA DE LAS GRACIAS,2733,12.16350000,-86.29550000,B.ACAHUALINCA TERMINAL DE RUTAS 102 Y 159.,"PRIMARIA REGULAR,PREESCOLAR FORMAL MULTINIVEL","3,11",2,PRIMARIA,Managua,Managua,6,59
COLEGIO BAUTISTA EL REDENTOR,2734,12.15840000,-86.28590000,DONDE FUE EL CINE BLANCO 4 CUADRAS AL LAGO 1 ½ CUADRA ARIBA.,"PREESCOLAR FORMAL,PRIMARIA REGULAR","2,3",2,PRIMARIA,Managua,Managua,6,59
CENTRO ESCOLAR FRANCISCO MORAZAN,2735,12.15570300,-86.30296000,COSTADO NORTE CENTRO DE SALUD OCCIDENTAL.,"PREESCOLAR FORMAL MULTINIVEL,PREESCOLAR FORMAL,PRIMARIA REGULAR,PRIMARIA EXTRAEDAD","11,2,3,4","2,2","PRIMARIA,PRIMARIA",Managua,Managua,6,59
COLEGIO GENERAL JOSE DE SAN MARTIN,2736,12.15236200,-86.29946200,ESTATUA MONSEÑOR LEZCANO 3 C. AL NORTE 2C. AL OESTE.,"PRIMARIA EXTRAEDAD,ALFABETIZACION,PRIMARIA REGULAR,PREESCOLAR FORMAL,Primaria Comunitaria JYA,SECUNDARIA REGULAR","4,63,3,2,65,5","2,7,2,2,3","PRIMARIA,ALFABETIZACION,PRIMARIA,PRIMARIA,SECUNDARIA",Managua,Managua,6,59
COLEGIO BAUTISTA LAS BRISAS,2737,12.15480000,-86.30970000,DE LA TIENDA LAS 3B  4C LAGO ½ ABAJO.,"PRIMARIA REGULAR,SECUNDARIA REGULAR","3,5","2,3","PRIMARIA,SECUNDARIA",Managua,Managua,6,59
CENTRO ESCOLAR PANAMERICANO (ZULEMA BALTO,2738,12.15838000,-86.28707400,DEL ARBOLITO 1C. AL LAGO.,"PREESCOLAR FORMAL,PRIMARIA REGULAR,SECUNDARIA REGULAR","2,3,5","2,3","PRIMARIA,SECUNDARIA",Managua,Managua,6,59
ESCUELA CONCEPCION DE MARIA,2739,12.12751400,-86.29246000,RASPADOS LOLY 2C. AL LAGO.,"PREESCOLAR FORMAL MULTINIVEL,PREESCOLAR FORMAL,PRIMARIA REGULAR","11,2,3",2,PRIMARIA,Managua,Managua,6,59
ESCUELA JOSÉ MARIA VILASECA,2740,12.13370000,-86.29360000,CONTIGUO A PARROQUIA DE NUESTRA SEÑORA DE ALTAGRACIA.,"SECUNDARIA REGULAR,PRIMARIA REGULAR","5,3","3,2","SECUNDARIA,PRIMARIA",Managua,Managua,6,59
ENMANUEL MONGALO Y RUBIO,2741,12.14025800,-86.28984400,RACACHACA 2C. ARRIBA 2½ AL LAGO.,"PRIMARIA REGULAR,SECUNDARIA REGULAR","3,5","2,3","PRIMARIA,SECUNDARIA",Managua,Managua,6,59
COLEGIO SOLIDARIDAD,2742,12.15584100,-86.26495900,COSTADO OESTE ESCUELA NACIONAL DE MUSICA Y DANZA.,"PRIMARIA REGULAR,SECUNDARIA REGULAR,SECUNDARIA POR ENCUENTRO,PREESCOLAR FORMAL,PRIMARIA EXTRAEDAD","3,5,13,2,4","2,3,3,2","PRIMARIA,SECUNDARIA,SECUNDARIA,PRIMARIA",Managua,Managua,6,59
JARDIN INFANTIL LA ARDILLITA,2743,12.13750000,-86.30530000,DE LA EMBAJADA AMERICANA 3 CUADRAS ABAJO Y 1 CUADRA AL SUR.,"PREESCOLAR FORMAL MULTINIVEL,PRIMARIA REGULAR","11,3",2,PRIMARIA,Managua,Managua,6,59
FUNDAC. APOYO A LA INFANCIA MONSEÑOR LEZCANO,2744,12.14970000,-86.29650000,DE LA ESTATUA MONSEÑOR LEZCANO 1C. ARRIBA 20 VRS AL LAGO.,PREESCOLAR FORMAL,2,,,Managua,Managua,6,59
CENTRO EDUCATIVO CRISTO DEL ROSARIO,2745,12.15810000,-86.28780000,DEL CINE BLANCO 2 ABAJO 2 AL LAGO 1A.,"PRIMARIA REGULAR,SECUNDARIA REGULAR,PREESCOLAR FORMAL","3,5,2","2,3","PRIMARIA,SECUNDARIA",Managua,Managua,6,59
INSTITUTO PEDAGOGICO ARCOIRIS,2746,12.14460000,-86.29920000,DEL BANCO POPULAR MONSEÑOR LEZCANO 1C. AL SUR 2C. ABAJO.,"PRIMARIA REGULAR,SECUNDARIA REGULAR,PREESCOLAR FORMAL","3,5,2","2,3","PRIMARIA,SECUNDARIA",Managua,Managua,6,59
