Nombre,school_id,Latitud,Longitud,Direccion,modality_labels,modality_ids,program_ids,program_labels,department,municipality,dep_id,mun_id
INSTITUTO TECNICO AGROPECUARIO AUGUSTO C. SANDINO,1532,13.01345600,-86.82765500,DE CENTRO RECREATIVO DE VILLANUEVA 6 KILOMETROS AL NORTE.,SECUNDARIA REGULAR,5,3,SECUNDARIA,Chinandega,Villanueva,4,35
CENTRO ESCOLAR LAS PALANCAS,1961,12.77019200,-86.70997400,CARRETERA LAS PALANCAS.,"PREESCOLAR COMUNITARIO MULTINIVEL,PRIMARIA MULTIGRADO","10,14",2,PRIMARIA,Chinandega,Villanueva,4,35
CENTRO ESCOLAR LOURDES,1977,12.77413800,-86.74929000,COMARCA LOURDES CARRETERA A VILLA NUEVA.,"PREESCOLAR COMUNITARIO MULTINIVEL,PRIMARIA MULTIGRADO","10,14",2,PRIMARIA,Chinandega,Villanueva,4,35
TECOMAPA,1994,12.78417600,-86.69301900,CARRETERA A SANTA PANCHA (FINCA SAN PATRIO 7 KMS AL NORTE).,PRIMARIA MULTIGRADO,14,2,PRIMARIA,Chinandega,Villanueva,4,35
PREESCOLAR ZONA D,4958,11.97317000,-85.17479000,PUENTE LA CRUZ 30 VRS AL SUR.,PREESCOLAR FORMAL,2,,,Chontales,Acoyapa,12,109
CENTRO ESCOLAR LA MASCOTA,4959,11.96950000,-85.16808000,ENITEL 3½ CUADRA AL NORTE.,PREESCOLAR FORMAL,2,,,Chontales,Acoyapa,12,109
INSTITUTO NACIONAL SAN SEBASTIAN,4960,11.97241600,-85.17611400,FRENTE AL ESTADIO JOSE JOAQUIN TREJOS.,"SECUNDARIA POR ENCUENTRO,PRIMARIA REGULAR,SECUNDARIA REGULAR","13,3,5","3,2,3","SECUNDARIA,PRIMARIA,SECUNDARIA",Chontales,Acoyapa,12,109
CENTRO ESCOLAR SIMON BOLIVAR,4961,11.96865800,-85.16915100,DE LA IGLESIA CATOLICA 3C AL SUR.,"PRIMARIA REGULAR,PRIM. REGULAR EN EDUC. ESPECIAL,SECUNDARIA REGULAR,PREESCOLAR FORMAL,EBA","3,60,5,2,102","2,3","PRIMARIA,SECUNDARIA",Chontales,Acoyapa,12,109
ESCUELA EL LOVAGO,4963,12.00274000,-85.16335000,KM 169 CARRETERA MANAGUA-FRENTE A LA CANCHA.,"SECUNDARIA REGULAR,PRIMARIA REGULAR","5,3","3,2","SECUNDARIA,PRIMARIA",Chontales,Acoyapa,12,109
ESCUELA RUBEN DARIO,4964,11.91520100,-85.35133600,COMARCA SAN AGUSTIN.,"PREESCOLAR COMUNITARIO MULTINIVEL,SECUNDARIA EN EL CAMPO,PRIMARIA MULTIGRADO","10,30,14","3,2","SECUNDARIA,PRIMARIA",Chontales,Acoyapa,12,109
ESCUELA LAS PLAZUELAS,4965,11.83676900,-85.25786100,COMARCA SAN AGUSTIN.,"PRIMARIA MULTIGRADO,PREESCOLAR COMUNITARIO MULTINIVEL","14,10",2,PRIMARIA,Chontales,Acoyapa,12,109
CENTRO ESCOLAR SAN JOSE,4966,11.89441600,-85.31617500,DEL KM 153 CARRETERA AL RAMA 50 KM A LAS PLAZUELAS.,"PREESCOLAR COMUNITARIO MULTINIVEL,PRIMARIA MULTIGRADO","10,14",2,PRIMARIA,Chontales,Acoyapa,12,109
ESCUELA EL CORRALITO,4967,11.80366200,-85.25861100,COMARCA SAN AGUSTIN.,"PRIMARIA MULTIGRADO,PREESCOLAR COMUNITARIO MULTINIVEL","14,10",2,PRIMARIA,Chontales,Acoyapa,12,109
CENTRO ESCOLAR ISLA DEL TERRON,4968,11.73612000,-85.20090000,COMARCA SANTA MARTHA.,"PREESCOLAR COMUNITARIO MULTINIVEL,PRIMARIA MULTIGRADO","10,14",2,PRIMARIA,Chontales,Acoyapa,12,109
ESCUELA SANTA MARTHA NO.1,4969,11.85284000,-85.17381000,COMARCA SANTA MARINA.,"PRIMARIA MULTIGRADO,PREESCOLAR COMUNITARIO MULTINIVEL,SECUNDARIA EN EL CAMPO","14,10,30","2,3","PRIMARIA,SECUNDARIA",Chontales,Acoyapa,12,109
ESCUELA SAN LUCAS NORTE,4970,11.96511000,-85.10998000,COMARCA SAN LUCAS.,"PREESCOLAR COMUNITARIO MULTINIVEL,PRIMARIA MULTIGRADO","10,14",2,PRIMARIA,Chontales,Acoyapa,12,109
ESCUELA SAN IGNACIO,4971,11.91055000,-85.18766000,COMARCA SAN IGNACIO.,"PRIMARIA MULTIGRADO,PREESCOLAR COMUNITARIO MULTINIVEL","14,10",2,PRIMARIA,Chontales,Acoyapa,12,109
ESCUELA MONTE ALTO,4972,11.75971000,-84.99150000,COMARCA LAS PAVAS.,"PRIMARIA MULTIGRADO,PREESCOLAR COMUNITARIO MULTINIVEL","14,10",2,PRIMARIA,Chontales,Acoyapa,12,109
CENTRO ESCOLAR LA CONCEPCION,4973,11.78733100,-85.02616400,COMARCA SAN PABLO.,"PREESCOLAR COMUNITARIO MULTINIVEL,PRIMARIA MULTIGRADO","10,14",2,PRIMARIA,Chontales,Acoyapa,12,109
JOSE DOLORES ESTRADA,4974,11.84773900,-85.05004600,CARRETERA SAN CARLOS COMARCA EL ARADO.,"PREESCOLAR COMUNITARIO MULTINIVEL,PRIMARIA MULTIGRADO","10,14",2,PRIMARIA,Chontales,Acoyapa,12,109
ESCUELA SAN PABLO NO. 2,4975,11.78956000,-85.08394000,COMARCA SAN PABLO.,PRIMARIA MULTIGRADO,14,2,PRIMARIA,Chontales,Acoyapa,12,109
ESCUELA ISLA DEL PADRE,4976,11.77454000,-85.24372000,COMARCA SANTA MARTHA.,"PREESCOLAR COMUNITARIO MULTINIVEL,PRIMARIA MULTIGRADO","10,14",2,PRIMARIA,Chontales,Acoyapa,12,109
CENTRO ESCOLAR EL VECINDARIO,4977,11.75546000,-85.03208000,COMARCA SAN PABLO.,"PREESCOLAR COMUNITARIO MULTINIVEL,PRIMARIA MULTIGRADO","10,14",2,PRIMARIA,Chontales,Acoyapa,12,109
ESCUELA EL ZAPOTE,4978,11.78560900,-84.95887000,COMARCA LAS PAVAS.,"SECUNDARIA EN EL CAMPO,PREESCOLAR COMUNITARIO MULTINIVEL,PRIMARIA MULTIGRADO","30,10,14","3,2","SECUNDARIA,PRIMARIA",Chontales,Acoyapa,12,109
ESCUELA EL DIAMANTE,4979,11.92244000,-85.13547000,CARRETERA SAN CARLOS COMARCA SAN IGNACIO.,"PRIMARIA MULTIGRADO,PREESCOLAR COMUNITARIO MULTINIVEL","14,10",2,PRIMARIA,Chontales,Acoyapa,12,109
ESCUELA AGUA BUENA,4980,11.86294000,-85.12639000,SANTHA MARTHA.,"PREESCOLAR COMUNITARIO MULTINIVEL,PRIMARIA MULTIGRADO","10,14",2,PRIMARIA,Chontales,Acoyapa,12,109
CENTRO ESCOLAR SANTA CRUZ,4981,11.91605300,-85.07821000,COMARCA GUANACASTILLO.,"PRIMARIA MULTIGRADO,PREESCOLAR COMUNITARIO MULTINIVEL","14,10",2,PRIMARIA,Chontales,Acoyapa,12,109
ESCUELA LA REFORMA,4982,11.83377000,-84.98064000,COMARCA LAS PAVAS.,"PREESCOLAR COMUNITARIO MULTINIVEL,PRIMARIA MULTIGRADO","10,14",2,PRIMARIA,Chontales,Acoyapa,12,109
ESCUELA SAN ISIDRO,4983,11.92043800,-85.24271700,COMARCA SAN IGNACIO.,"PREESCOLAR COMUNITARIO MULTINIVEL,PRIMARIA MULTIGRADO","10,14",2,PRIMARIA,Chontales,Acoyapa,12,109
CENTRO ESCOLAR SANTA ELENA,4984,11.77596200,-85.17878400,COMARCA SANTHA MARTHA.,"PREESCOLAR COMUNITARIO MULTINIVEL,PRIMARIA MULTIGRADO","10,14",2,PRIMARIA,Chontales,Acoyapa,12,109
ESCUELA LA CARRETA,4985,11.78847000,-85.13848000,COMARCA SANTA MARTHA.,"PRIMARIA MULTIGRADO,PREESCOLAR COMUNITARIO MULTINIVEL","14,10",2,PRIMARIA,Chontales,Acoyapa,12,109
LAS LOMAS,4986,11.95096000,-85.04683000,COMARCA SAN PABLO.,"PRIMARIA MULTIGRADO,PREESCOLAR COMUNITARIO MULTINIVEL","14,10",2,PRIMARIA,Chontales,Acoyapa,12,109
POTRERILLO,4987,11.88640800,-85.37812600,COMARCA SAN AGUSTIN.,"PREESCOLAR COMUNITARIO MULTINIVEL,PRIMARIA MULTIGRADO","10,14",2,PRIMARIA,Chontales,Acoyapa,12,109
SAN UBALDO,4988,11.84951800,-85.31806400,COMARCA SAN  AGUSTIN.,"PREESCOLAR COMUNITARIO MULTINIVEL,PRIMARIA MULTIGRADO","10,14",2,PRIMARIA,Chontales,Acoyapa,12,109
CENTRO ESCOLAR LAS CAÑAS,4989,11.96916100,-85.26192900,COMARCA SAN AGUSTIN.,"PRIMARIA MULTIGRADO,PREESCOLAR COMUNITARIO MULTINIVEL","14,10",2,PRIMARIA,Chontales,Acoyapa,12,109
CENTRO ESCOLAR QUINTANA,4990,11.96422700,-85.32311700,COMARCA SAN AGUSTIN.,"PREESCOLAR COMUNITARIO MULTINIVEL,PRIMARIA MULTIGRADO","10,14",2,PRIMARIA,Chontales,Acoyapa,12,109
CENTRO ESCOLAR MONTIEL,4991,11.86570000,-85.25190000,COMARCA SAN AGUSTIN.,"PRIMARIA MULTIGRADO,PREESCOLAR COMUNITARIO MULTINIVEL","14,10",2,PRIMARIA,Chontales,Acoyapa,12,109
CENTRO ESCOLAR SAN ESTEBAN,4992,11.86465000,-84.98050000,COMARCA LAS PAVAS.,"PREESCOLAR COMUNITARIO MULTINIVEL,PRIMARIA MULTIGRADO","10,14",2,PRIMARIA,Chontales,Acoyapa,12,109
CENTRO ESCOLAR LA TIGRA,4993,11.82796500,-85.19473900,COMARCA SANTA MARTHA.,"PREESCOLAR COMUNITARIO MULTINIVEL,PRIMARIA MULTIGRADO","10,14",2,PRIMARIA,Chontales,Acoyapa,12,109
CENTRO ESCOLAR EL CHINAL,4994,11.85041900,-84.91986700,COMARCAS LAS PAVAS.,"PREESCOLAR COMUNITARIO MULTINIVEL,III CICLO,PRIMARIA MULTIGRADO,IV CICLO","10,107,14,109",2,PRIMARIA,Chontales,Acoyapa,12,109
CENTRO ESCOLAR PUERTAS ROJAS,4995,11.87328000,-85.01511000,COMARCA GUANACASTILLO.,"PRIMARIA MULTIGRADO,PREESCOLAR COMUNITARIO MULTINIVEL","14,10",2,PRIMARIA,Chontales,Acoyapa,12,109
CENTRO ESCOLAR LA MANGA,4996,11.88947600,-84.83832700,COMARCA LA MANGA.,"PREESCOLAR COMUNITARIO MULTINIVEL,PRIMARIA MULTIGRADO","10,14",2,PRIMARIA,Chontales,Acoyapa,12,109
CENTRO ESCOLAR EL CHARCO,4997,11.80655000,-84.92222000,COMARCA LA PAVAS.,"PREESCOLAR COMUNITARIO MULTINIVEL,PRIMARIA MULTIGRADO","10,14",2,PRIMARIA,Chontales,Acoyapa,12,109
CENTRO ESCOLAR ISLA DE TIERRA,4998,11.77035000,-85.20799000,COMARCA SANTA MARTHA 40 KM SUROESTE.,"PRIMARIA MULTIGRADO,PREESCOLAR COMUNITARIO MULTINIVEL","14,10",2,PRIMARIA,Chontales,Acoyapa,12,109
CENTRO ESCOLAR EL ARRAYAN,4999,11.86772900,-85.06769700,COMARCA GUANACASTILLO.,"PRIMARIA MULTIGRADO,PREESCOLAR COMUNITARIO MULTINIVEL","14,10",2,PRIMARIA,Chontales,Acoyapa,12,109
CENTRO ESCOLAR EL RAYO,5000,11.98514000,-85.34489600,COMARCA SAN AGUSTIN.,"PREESCOLAR COMUNITARIO MULTINIVEL,PRIMARIA MULTIGRADO","10,14",2,PRIMARIA,Chontales,Acoyapa,12,109
LA FLOR,5001,11.90843500,-85.04025600,COMARCA GUANACASTE.,"PREESCOLAR COMUNITARIO MULTINIVEL,PRIMARIA MULTIGRADO","10,14",2,PRIMARIA,Chontales,Acoyapa,12,109
SAN GREGORIO,5002,11.94720000,-85.10464900,COMARCA SAN LUCAS.,"PREESCOLAR COMUNITARIO MULTINIVEL,PRIMARIA MULTIGRADO","10,14",2,PRIMARIA,Chontales,Acoyapa,12,109
BAVIERA,5003,11.96993000,-85.16354000,DEL CENTRO DE SALUD 1C NORTE ½C AL ESTE.,PREESCOLAR FORMAL MULTINIVEL,11,,,Chontales,Acoyapa,12,109
LA ESPERANZA,5004,11.82010000,-84.88966000,BARRO NEGRO.,"PREESCOLAR COMUNITARIO MULTINIVEL,PRIMARIA MULTIGRADO","10,14",2,PRIMARIA,Chontales,Acoyapa,12,109
LA CORONA,5005,11.94825200,-85.29865700,SAN AGUSTIN.,"PREESCOLAR COMUNITARIO MULTINIVEL,PRIMARIA MULTIGRADO","10,14",2,PRIMARIA,Chontales,Acoyapa,12,109
LA GUAYABITA,5006,11.94921000,-85.22221000,SAN AGUSTIN.,"PRIMARIA MULTIGRADO,PREESCOLAR COMUNITARIO MULTINIVEL","14,10",2,PRIMARIA,Chontales,Acoyapa,12,109
MONTE GRANDE II,5007,12.00968900,-85.24061700,COMARCA SAN AGUISTIN DE ACOYAPA 15 KM AL NORTE.,PREESCOLAR FORMAL MULTINIVEL,11,,,Chontales,Acoyapa,12,109
EL PITAL,5008,11.86204000,-84.83919600,LA MANGA.,"PRIMARIA MULTIGRADO,PREESCOLAR COMUNITARIO MULTINIVEL","14,10",2,PRIMARIA,Chontales,Acoyapa,12,109
NUESTRA SEÑORA DE FATIMA,5009,11.91034900,-85.32455000,COMARCA SAN AGUSTI ACOYAPA 50 KMS AL SUR OESTE.,"PRIMARIA MULTIGRADO,PREESCOLAR COMUNITARIO MULTINIVEL","14,10",2,PRIMARIA,Chontales,Acoyapa,12,109
ESC. JACINTO,5010,11.75159000,-85.21999000,COMARCA SAN AGUSTIN ACOYAPA 62 KM AL SUROESTE.,"PRIMARIA MULTIGRADO,PREESCOLAR COMUNITARIO MULTINIVEL","14,10",2,PRIMARIA,Chontales,Acoyapa,12,109
ESC. GUARDABARRANCO,5011,11.87052600,-84.94988000,COMARCA LAS PAVAS ACOYAPA 40 KMS AL ESTE.,"PREESCOLAR COMUNITARIO MULTINIVEL,PRIMARIA MULTIGRADO","10,14",2,PRIMARIA,Chontales,Acoyapa,12,109
ESC. SANTA MARIA,5012,11.94051300,-85.00307100,COMARCA GUANACASTILLO ACOYAPA 36 KM AL ESTE.,"PRIMARIA MULTIGRADO,PREESCOLAR COMUNITARIO MULTINIVEL","14,10",2,PRIMARIA,Chontales,Acoyapa,12,109
ESC. RAFAELA HERRERA,5013,11.88359100,-85.36306000,COMARCA SAN AGUSTIN ACOYAPA 46 KM SUR OESTE.,"PREESCOLAR COMUNITARIO MULTINIVEL,PRIMARIA MULTIGRADO","10,14",2,PRIMARIA,Chontales,Acoyapa,12,109
ESC. SAN SEBASTIAN,5014,11.97123000,-85.19123000,COMARCA SAN IGNACIO ACOYAPA 20 KM AL SUROESTE.,"PREESCOLAR COMUNITARIO MULTINIVEL,PRIMARIA MULTIGRADO","10,14",2,PRIMARIA,Chontales,Acoyapa,12,109
CENTRO ESCOLAR EL SOCORO,5015,11.85533000,-85.20343000,CMCA. SANTA MARTHA ACOYAPA 30 KM AL SUR.,"PREESCOLAR COMUNITARIO MULTINIVEL,PRIMARIA MULTIGRADO","10,14",2,PRIMARIA,Chontales,Acoyapa,12,109
C.E. EDUCACION PRIMARIA PUBLICO LAS PLAZUELAS #2,5016,11.83413300,-85.24805800,SAN AGUSTIN - ACOYAPA 56KM AL OESTE.,"PRIMARIA MULTIGRADO,PRIMARIA A DISTANCIA EN EL CAMPO,PREESCOLAR COMUNITARIO MULTINIVEL","14,56,10","2,2","PRIMARIA,PRIMARIA",Chontales,Acoyapa,12,109
C.E. EDUCACION PRIMARIA PUBLICO SACUANJOCHE,5017,11.87897700,-84.98613800,COMARCA GUANACASTILLO ACOYAPA 36KM AL ESTE.,"PRIMARIA MULTIGRADO,PREESCOLAR COMUNITARIO MULTINIVEL","14,10",2,PRIMARIA,Chontales,Acoyapa,12,109
C.E. EDUCACION PRIMARIA PUBLICA REFORMA 2,5018,11.84131000,-85.01282000,COMARCA GUANACASTILLO ACOYAPA 22KM AL NORTE.,"PRIMARIA MULTIGRADO,PREESCOLAR COMUNITARIO MULTINIVEL","14,10",2,PRIMARIA,Chontales,Acoyapa,12,109
DIVINO NIÑO,5019,11.85442000,-85.14823000,CARRETERA A SAN FELIPE 17KMS AL SUR OESTE.,"PREESCOLAR COMUNITARIO MULTINIVEL,PRIMARIA MULTIGRADO","10,14",2,PRIMARIA,Chontales,Acoyapa,12,109
PREESCOLAR PALERMO,5020,11.97318500,-85.17469100,DEL MONUMENTO 3 C. AL OESTE.,PREESCOLAR FORMAL MULTINIVEL,11,,,Chontales,Acoyapa,12,109
CENTRO ESCOLAR SAN ISIDRO #2,5021,11.89979000,-85.22902000,COMARCA SAN IGNACIO 20KM AL SUR OESTE DE ACOYAPA.,"PRIMARIA MULTIGRADO,PREESCOLAR COMUNITARIO MULTINIVEL","14,10",2,PRIMARIA,Chontales,Acoyapa,12,109
CENTRO ESCOLAR VICTORIA,5022,11.86017400,-84.94499800,COMARCA LAS PAVAS 60KM AL SUR ESTE DE ACOYAPA.,"PRIMARIA MULTIGRADO,PREESCOLAR COMUNITARIO MULTINIVEL","14,10",2,PRIMARIA,Chontales,Acoyapa,12,109
CENTRO ESCOLAR SAN RAFAEL,5023,11.71877000,-85.15062000,COMARCA SAN PAUBLO 50 KMS AL SUR OESTE DE ACOYAPA.,PRIMARIA MULTIGRADO,14,2,PRIMARIA,Chontales,Acoyapa,12,109
CENTRO ESCOLAR NUESTRA SRA DE GUADALUPE,5024,11.87328000,-85.22201000,COMARCA SAN IGNACIO.,"PREESCOLAR COMUNITARIO MULTINIVEL,PRIMARIA MULTIGRADO","10,14",2,PRIMARIA,Chontales,Acoyapa,12,109
PREESCOLAR GUARDABARRANCO,5025,11.96693000,-85.16680000,DE LA GASOLINERA PETRONIC 4 CD AL OESTE 2  1/2 CD AL SUR.,PREESCOLAR FORMAL MULTINIVEL,11,,,Chontales,Acoyapa,12,109
PREESCOLAR LOS PIOLINES,5027,11.96480600,-85.16979000,DE LA GASOLINERA PETRONIC 4C AL OESTE 2C AL SUR.,PREESCOLAR FORMAL MULTINIVEL,11,,,Chontales,Acoyapa,12,109
PREESCOLAR LAS PALOMITAS,5028,11.97224500,-85.17619000,DE LA CASA F.S.L.N 2C AL OESTE.,PREESCOLAR FORMAL MULTINIVEL,11,,,Chontales,Acoyapa,12,109
ESCUELA PRIVADA EL PROGRESO,5029,11.96721300,-85.16457700,DEL MINISUPER GUTIERREZ 2 CUADRAS AL SUR.,"PRIMARIA REGULAR,PREESCOLAR FORMAL MULTINIVEL,SECUNDARIA REGULAR","3,11,5","2,3","PRIMARIA,SECUNDARIA",Chontales,Acoyapa,12,109
CENTRO ESCOLAR TIERRA BLANCA,5030,11.67650000,-85.10458800,CMCA.SANTA MARTHA 40KM  AL SUROESTE DE ACOYAPA.,"PRIMARIA MULTIGRADO,PREESCOLAR COMUNITARIO MULTINIVEL","14,10",2,PRIMARIA,Chontales,Acoyapa,12,109
CENTRO ESCOLAR SAN JORGE,5075,11.89807500,-84.86821100,FRENTE A CERRO EL DESAYUNO.,"PRIMARIA MULTIGRADO,PREESCOLAR COMUNITARIO MULTINIVEL","14,10",2,PRIMARIA,Chontales,Acoyapa,12,109
CENTRO ESCOLAR ALFONZO CORTÉZ.,4454,12.32306000,-85.60715000,KM. 99 CARRETERA A MANAGUA COMARCA CEBOLLIN.,"PREESCOLAR COMUNITARIO MULTINIVEL,PRIMARIA MULTIGRADO","10,14",2,PRIMARIA,Chontales,Comalapa,12,103
CENTRO ESCOLAR NUESTRA SEÑORA DE LOURDES,4455,12.32011000,-85.58910000,COMARCA EL POCHOTE.,"PREESCOLAR FORMAL MULTINIVEL,PRIMARIA MULTIGRADO","11,14",2,PRIMARIA,Chontales,Comalapa,12,103
CENTRO ESCOLAR MIGUEL DE CERVANTES.,4456,12.33019400,-85.54950600,COMARCA EL MULERO.,"PREESCOLAR COMUNITARIO MULTINIVEL,PRIMARIA MULTIGRADO","10,14",2,PRIMARIA,Chontales,Comalapa,12,103
CENTRO ESCOLAR PABLO ANTONIO CUADRA,4628,12.28950800,-85.58854700,8KM LA ESTE DE COMALAPA.,"PREESCOLAR COMUNITARIO MULTINIVEL,SECUNDARIA EN EL CAMPO,Primaria Comunitaria JYA,EBA,SECUNDARIA POR ENCUENTRO,ALFABETIZACION,PRIMARIA MULTIGRADO","10,30,65,102,13,63,14","3,2,3,7,2","SECUNDARIA,PRIMARIA,SECUNDARIA,ALFABETIZACION,PRIMARIA",Chontales,Comalapa,12,103
COLEGIO ENMANUEL MONGALO Y RUBIO,4641,12.28356600,-85.50873400,ALCALDIA MUNICIPAL 1½ CUADRA AL ESTE.,"EBA,SECUNDARIA REGULAR,PREESCOLAR FORMAL,Primaria Comunitaria JYA,PREESCOLAR COMUNITARIO,III CICLO,SECUNDARIA EN EL CAMPO,PRIMARIA REGULAR","102,5,2,65,1,107,30,3","3,2,3,2","SECUNDARIA,PRIMARIA,SECUNDARIA,PRIMARIA",Chontales,Comalapa,12,103
FRANCISCO RUIZ ARANA,4642,12.15248300,-85.51352900,COMUNIDAD CUISALA.,"EBA,SECUNDARIA EN EL CAMPO,PREESCOLAR FORMAL MULTINIVEL,PRIMARIA MULTIGRADO,IV CICLO,ALFABETIZACION","102,30,11,14,109,63","3,2,7","SECUNDARIA,PRIMARIA,ALFABETIZACION",Chontales,Comalapa,12,103
CENTRO ESCOLAR SANTA ROSA,4643,12.17122300,-85.54734200,KM 117 CARRETERA A MANAGUA.,"PRIMARIA MULTIGRADO,PREESCOLAR COMUNITARIO MULTINIVEL","14,10",2,PRIMARIA,Chontales,Comalapa,12,103
CENTRO ESCOLAR CONCEPCIÓN DE MARIA,4644,12.14755100,-85.55073600,COMCEPCION - COMALAPA.,"ALFABETIZACION,PREESCOLAR COMUNITARIO MULTINIVEL,SECUNDARIA EN EL CAMPO,EBA,PRIMARIA MULTIGRADO","63,10,30,102,14","7,3,2","ALFABETIZACION,SECUNDARIA,PRIMARIA",Chontales,Comalapa,12,103
CENTRO ESCOLAR SAGRADA FAMILIA,4645,12.20310500,-85.54002600,COMUNIDAD MORALITA KM 117 ½.,"EBA,PREESCOLAR COMUNITARIO MULTINIVEL,PRIMARIA MULTIGRADO","102,10,14",2,PRIMARIA,Chontales,Comalapa,12,103
CENTRO ESCOLAR EL CACIQUE CHONTAL,4646,12.10703900,-85.53129700,COMUNIDAD PIEDRA PINTADA # 1.,"PRIMARIA MULTIGRADO,PREESCOLAR COMUNITARIO MULTINIVEL","14,10",2,PRIMARIA,Chontales,Comalapa,12,103
CENTRO ESCOLAR SALOMON DE LA SELVA,4647,12.19917900,-85.49052400,KM 124 CARRETERA A  MANAGUA - RAMA 2C.N. 6KM AL NORESTE.,"PREESCOLAR COMUNITARIO MULTINIVEL,EBA,PRIMARIA MULTIGRADO","10,102,14",2,PRIMARIA,Chontales,Comalapa,12,103
CENTRO ESCOLAR EL SOCORRO,4648,12.26625000,-85.46078000,6KM LA ESTE DE COMALAPA.,"PREESCOLAR COMUNITARIO MULTINIVEL,EBA,PRIMARIA MULTIGRADO","10,102,14",2,PRIMARIA,Chontales,Comalapa,12,103
CENTRO ESCOLAR SN JOSE,4649,12.22113400,-85.63845900,EL CEDRAL KM 41 ½ CARRETERA RAMA.,"PRIMARIA MULTIGRADO,PREESCOLAR COMUNITARIO MULTINIVEL","14,10",2,PRIMARIA,Chontales,Comalapa,12,103
CENTRO ESCOLAR MIGUEL LARREYNAGA,4650,12.14886700,-85.57213600,SAN LORENZO.,"PRIMARIA MULTIGRADO,PREESCOLAR COMUNITARIO MULTINIVEL,EBA","14,10,102",2,PRIMARIA,Chontales,Comalapa,12,103
CENTRO ESCOLAR JOSE DOLORES ESTRADA,4651,12.15339000,-85.62649600,LA HERMITA.,"III CICLO,SECUNDARIA EN EL CAMPO,PREESCOLAR COMUNITARIO MULTINIVEL,IV CICLO,PRIMARIA MULTIGRADO,EBA","107,30,10,109,14,102","3,2","SECUNDARIA,PRIMARIA",Chontales,Comalapa,12,103
CENTRO ESCOLAR GABINO GAINZA,4652,12.10265300,-85.59939800,JINOTEPE.,"EBA,SECUNDARIA EN EL CAMPO,PREESCOLAR COMUNITARIO MULTINIVEL,PRIMARIA MULTIGRADO,III CICLO","102,30,10,14,107","3,2","SECUNDARIA,PRIMARIA",Chontales,Comalapa,12,103
CENTRO ESCOLAR NIÑO DIOS,4653,12.10265300,-85.59939800,KM 11 ½ CARRETERA MANAGUA -RAMA 3KM AL SUR.,"PREESCOLAR COMUNITARIO MULTINIVEL,EBA,PRIMARIA MULTIGRADO","10,102,14",2,PRIMARIA,Chontales,Comalapa,12,103
CENTRO ESCOLAR SANTA RITA,4654,12.26490400,-85.58120500,COMUNIDAD MONTAÑITA ABAJO.,"III CICLO,EBA,PREESCOLAR COMUNITARIO MULTINIVEL,PRIMARIA MULTIGRADO","107,102,10,14",2,PRIMARIA,Chontales,Comalapa,12,103
CENTRO ESCOLAR SAN MIGUEL,4655,12.17075500,-85.54662200,DE COMALAPA 3KM AL SUR-ESTE.,"PRIMARIA MULTIGRADO,EBA,PREESCOLAR COMUNITARIO MULTINIVEL","14,102,10",2,PRIMARIA,Chontales,Comalapa,12,103
CENTRO ESCOLAR MARIA AUXILIADORA,4656,12.23003800,-85.56329600,COMUNIDAD MONTAÑITA ARRIBA.,"PRIMARIA MULTIGRADO,PREESCOLAR COMUNITARIO MULTINIVEL","14,10",2,PRIMARIA,Chontales,Comalapa,12,103
CENTRO ESCOLAR SEÑOR DE ESQUIPULAS,4657,12.30009300,-85.55283700,12KM AL NOROESTE DE COMALAPA.,"EBA,PREESCOLAR COMUNITARIO MULTINIVEL,PRIMARIA MULTIGRADO","102,10,14",2,PRIMARIA,Chontales,Comalapa,12,103
CENTRO ESCOLAR SAN PATRICIO,4658,12.18588100,-85.59618400,KM 113 CARRETERA EL RAMA.,"PREESCOLAR COMUNITARIO MULTINIVEL,SECUNDARIA REGULAR,PRIMARIA REGULAR,ALFABETIZACION","10,5,3,63","3,2,7","SECUNDARIA,PRIMARIA,ALFABETIZACION",Chontales,Comalapa,12,103
CENTRO ESCOLAR FILOMENA ROBLETO,4659,12.23066600,-85.47510600,COMARCA EL AVISPERO.,"PREESCOLAR COMUNITARIO MULTINIVEL,SECUNDARIA POR ENCUENTRO,EBA,PRIMARIA MULTIGRADO","10,13,102,14","3,2","SECUNDARIA,PRIMARIA",Chontales,Comalapa,12,103
CENTRO ESCOLAR RUBEN DARIO,4660,12.16560700,-85.50124400,EL LLANITO.,"EBA,PREESCOLAR COMUNITARIO MULTINIVEL,PRIMARIA MULTIGRADO","102,10,14",2,PRIMARIA,Chontales,Comalapa,12,103
CENTRO ESCOLAR SAN PABLO,4662,12.24567900,-85.48621800,CHONTALES COMALAPA EL NARANJO.,"PREESCOLAR COMUNITARIO MULTINIVEL,III CICLO,EBA,PRIMARIA MULTIGRADO","10,107,102,14",2,PRIMARIA,Chontales,Comalapa,12,103
CENTRO ESCOLAR LA MERCED,4663,12.28729400,-85.43982900,COMUNIDAD EL CANGREJAL CARRETERA COMALAPA - CUAPA.,"PREESCOLAR COMUNITARIO MULTINIVEL,PRIMARIA MULTIGRADO","10,14",2,PRIMARIA,Chontales,Comalapa,12,103
CENTRO ESCOLAR CORAZON DE JESUS,4665,12.11860000,-85.56136300,PIEDRA PINTADA # 2.,"PRIMARIA MULTIGRADO,PREESCOLAR COMUNITARIO MULTINIVEL","14,10",2,PRIMARIA,Chontales,Comalapa,12,103
