Nombre,school_id,Latitud,Longitud,Direccion,modality_labels,modality_ids,program_ids,program_labels,department,municipality,dep_id,mun_id
CENTRO ESCOLAR EL SOCORRO,1684,12.54731000,-87.01984000,COLONIA LOS MANGO DEL ISA 2 KM AL ESTE.,"PREESCOLAR FORMAL MULTINIVEL,PREESCOLAR COMUNITARIO MULTINIVEL,Primaria Comunitaria JYA,PRIMARIA REGULAR","11,10,65,3","2,2","PRIMARIA,PRIMARIA",Chinandega,Chichigalpa,4,39
CENTRO ESCOLAR LOS LAURELES,1685,12.58446000,-87.00935000,EMPALME CHICHIGALPA 3 KM AL ESTE.,"PRIMARIA REGULAR,PREESCOLAR COMUNITARIO MULTINIVEL,PREESCOLAR COMUNITARIO","3,10,1",2,PRIMARIA,Chinandega,Chichigalpa,4,39
HECTOR GARCIA SOBALVARRO,1686,12.61809200,-87.03075300,EMPALME DE CHICHIGALPA 2 KM AL OESTE Y 3 KM AL NORTE.,"PRIMARIA REGULAR,PREESCOLAR FORMAL,PREESCOLAR COMUNITARIO MULTINIVEL","3,2,10",2,PRIMARIA,Chinandega,Chichigalpa,4,39
CENTRO ESCOLAR FLORES ROJAS SALAZAR,1687,12.57076400,-87.05130300,CEMENTERIO MCPAL 3½ KM AL OESTE.,"PREESCOLAR COMUNITARIO MULTINIVEL,PRIMARIA MULTIGRADO,PREESCOLAR FORMAL,Primaria Comunitaria JYA,ALFABETIZACION,PRIMARIA REGULAR","10,14,2,65,63,3","2,2,7,2","PRIMARIA,PRIMARIA,ALFABETIZACION,PRIMARIA",Chinandega,Chichigalpa,4,39
CENTRO ESCOLAR MIGUEL DE CERVANTES SAAVEDRA,1688,12.58581000,-87.02730000,ENTRADA RPTO ERICK RAMIREZ 150 VRS OESTE.,"PREESCOLAR COMUNITARIO,PREESCOLAR COMUNITARIO MULTINIVEL,PREESCOLAR FORMAL MULTINIVEL,PREESCOLAR FORMAL,Primaria Comunitaria JYA,PRIMARIA REGULAR","1,10,11,2,65,3","2,2","PRIMARIA,PRIMARIA",Chinandega,Chichigalpa,4,39
COLEGIO SAN JOSE,1689,12.57310000,-87.02650000,ALCALDIA MUNICIPAL 2 C ARRIBA ½ AL SUR.,"SECUNDARIA REGULAR,PREESCOLAR FORMAL MULTINIVEL,PRIMARIA REGULAR","5,11,3","3,2","SECUNDARIA,PRIMARIA",Chinandega,Chichigalpa,4,39
COLEGIO SER SAN ANTONIO,1690,12.53325700,-87.04212100,DEL ESTADIO FCO. ALFREDO PELLAS 1C AL OESTE.,"PRIMARIA REGULAR,SECUNDARIA REGULAR,PREESCOLAR FORMAL MULTINIVEL","3,5,11","2,3","PRIMARIA,SECUNDARIA",Chinandega,Chichigalpa,4,39
COLEGIO CRISTO REY,1691,12.57080000,-87.03000000,CANCHA MULTIPLE 1½ C AL OESTE.,"PREESCOLAR FORMAL MULTINIVEL,SECUNDARIA REGULAR,PREESCOLAR FORMAL,PRIMARIA REGULAR","11,5,2,3","3,2","SECUNDARIA,PRIMARIA",Chinandega,Chichigalpa,4,39
CENTRO ESCOLAR VILLA DOLORES,1692,12.58910000,-87.00490000,EMPALME LOS LAURELES 1 KM AL NORTE.,"PREESCOLAR COMUNITARIO MULTINIVEL,PREESCOLAR COMUNITARIO,PRIMARIA REGULAR,PRIMARIA MULTIGRADO","10,1,3,14","2,2","PRIMARIA,PRIMARIA",Chinandega,Chichigalpa,4,39
VERSALLE,1693,12.66900000,-86.97440000,EMPALME LOS LAURELES 16 KM AL NORTE.,"PRIMARIA MULTIGRADO,PREESCOLAR COMUNITARIO MULTINIVEL","14,10",2,PRIMARIA,Chinandega,Chichigalpa,4,39
BETHEL,1694,12.59740000,-87.01860000,EMPALME CHICHIGALPA 300VRS AL ESTE 1KM AL NORTE.,"PRIMARIA REGULAR,PREESCOLAR COMUNITARIO MULTINIVEL,PREESCOLAR FORMAL MULTINIVEL,SECUNDARIA REGULAR,PREESCOLAR FORMAL","3,10,11,5,2","2,3","PRIMARIA,SECUNDARIA",Chinandega,Chichigalpa,4,39
SANTA MATILDE,1695,12.59319100,-87.04138900,EMPALME PELLIZCO 100 VRS AL OESTE 800 VRS AL SUR.,"III CICLO,PREESCOLAR COMUNITARIO,PRIMARIA REGULAR,PREESCOLAR FORMAL,Primaria Comunitaria JYA,PRIMARIA EXTRAEDAD","107,1,3,2,65,4","2,2,2","PRIMARIA,PRIMARIA,PRIMARIA",Chinandega,Chichigalpa,4,39
ESCUELA ESPECIAL NIÑO FELIZ,1696,12.57840000,-87.02770000,PETRONIC 1C ABAJO 1/2 AL NORTE.,"PREES. FORMAL EN EDUC. ESPECIAL,HABILTACION LABORAL COCINA,EDUCACION TEMPRANA,INCLUSION SOCIO LABORAL,PRIM. REGULAR EN EDUC. ESPECIAL","59,67,24,23,60",,,Chinandega,Chichigalpa,4,39
NUEVO AMANECER,1697,12.56828000,-87.03949000,CEMENTERIO MUNICIPAL 1½KM AL OESTE 3C AL SUR.,"PRIMARIA REGULAR,Primaria Comunitaria JYA,PREESCOLAR COMUNITARIO MULTINIVEL,III CICLO,PREESCOLAR COMUNITARIO","3,65,10,107,1","2,2","PRIMARIA,PRIMARIA",Chinandega,Chichigalpa,4,39
CENTRO ESCOLAR VIRGEN DE CANDELARIA,1698,12.56057300,-87.03324800,MERCO SUR 1C AL OESTE 1C AL SUR.,"Primaria Comunitaria JYA,PREESCOLAR FORMAL,SECUNDARIA REGULAR,PREESCOLAR COMUNITARIO,III CICLO,BACHILLERATO COMUNITARIO DE JYA,PRIMARIA REGULAR","65,2,5,1,107,110,3","2,3,2","PRIMARIA,SECUNDARIA,PRIMARIA",Chinandega,Chichigalpa,4,39
GERMAN POMARES,1699,12.56983000,-87.03508000,CEMENTERIO NUEVO 2C AL NORTE 1C AL OESTE.,"PRIMARIA REGULAR,PREESCOLAR FORMAL MULTINIVEL","3,11",2,PRIMARIA,Chinandega,Chichigalpa,4,39
CENTRO EDUCATIVO SAGRADO CORAZON DE JESUS,1700,12.56700000,-87.02600000,PORTON ISA 1C AL ESTE.,"SECUNDARIA REGULAR,PREESCOLAR FORMAL MULTINIVEL,PRIMARIA REGULAR","5,11,3","3,2","SECUNDARIA,PRIMARIA",Chinandega,Chichigalpa,4,39
CENTRO ESCOLAR HERMANOS WELLS,1701,12.56414700,-87.02508700,TERCER CALLE REPARTO WELLS.,"PRIMARIA MULTIGRADO,PREESCOLAR FORMAL,PREESCOLAR COMUNITARIO MULTINIVEL,PRIMARIA REGULAR","14,2,10,3","2,2","PRIMARIA,PRIMARIA",Chinandega,Chichigalpa,4,39
CENTRO ESCOLAR LOS LIRIOS,1702,12.58596700,-87.03822100,CALVARIO 1KM 1/2 AL OESTE.,"PRIMARIA MULTIGRADO,PREESCOLAR COMUNITARIO MULTINIVEL","14,10",2,PRIMARIA,Chinandega,Chichigalpa,4,39
CENTRO ESCOLAR MÑOR APOLONIO ANDARA,1533,12.63233300,-87.13442000,COSTADO NORTE CASA CURAL PARROQUIA STA ANA.,"PRIMARIA REGULAR,PREESCOLAR FORMAL MULTINIVEL","3,11",2,PRIMARIA,Chinandega,Chinandega,4,36
"INSTITUTO FILEMON RIVERA QUINTERO ""E.P.S.""",1534,12.64010000,-87.14300000,CARRETERA CHINANDEGA EL VIEJO COST ESTE DEPOSITO PEPSI COLA.,"SECUNDARIA POR ENCUENTRO,SECUNDARIA REGULAR","13,5","3,3","SECUNDARIA,SECUNDARIA",Chinandega,Chinandega,4,36
CENTRO ESCOLAR EL CARMITA,1535,12.63820000,-87.11980000,DE LA BLOQUERA EL CARMITO 200 VRS AL NORTE.,"PRIMARIA MULTIGRADO,PREESCOLAR COMUNITARIO MULTINIVEL","14,10",2,PRIMARIA,Chinandega,Chinandega,4,36
CENTRO ESCOLAR MI ESCUELITA,1536,12.63090000,-87.12850000,BANEXPO 75 VRS AL NORTE.,"PREESCOLAR FORMAL,PRIMARIA REGULAR","2,3",2,PRIMARIA,Chinandega,Chinandega,4,36
NAZARET DE FE Y ALEGRIA,1537,12.63760000,-87.12740000,COSTADO ESTE HIELERA EL DIVINO NIÑO.,"PRIMARIA REGULAR,PREESCOLAR COMUNITARIO MULTINIVEL,PREESCOLAR FORMAL,SECUNDARIA REGULAR","3,10,2,5","2,3","PRIMARIA,SECUNDARIA",Chinandega,Chinandega,4,36
CASA DE LOS NIÑOS,1538,12.62680000,-87.13110000,CASA CURAL GUADALUPE 120 VRS AL NORTE.,"PRIMARIA REGULAR,PREESCOLAR FORMAL","3,2",2,PRIMARIA,Chinandega,Chinandega,4,36
CENTRO DE EDUCACION EL INFANTIL,1539,12.62730000,-87.12520000,CASA CURAL GUADALUPE 3 ABAJO ½ AL NORTE.,"PREESCOLAR FORMAL,PRIMARIA REGULAR","2,3",2,PRIMARIA,Chinandega,Chinandega,4,36
ROSA MARIA MARTINEZ,1540,12.61710000,-87.12840000,CINE VARIEDADES 10 C AL SUR.,"PRIMARIA REGULAR,Primaria Comunitaria JYA,PREESCOLAR FORMAL,PRIMARIA EXTRAEDAD,BACHILLERATO COMUNITARIO DE JYA,PREESCOLAR COMUNITARIO,PREESCOLAR COMUNITARIO MULTINIVEL","3,65,2,4,110,1,10","2,2,2","PRIMARIA,PRIMARIA,PRIMARIA",Chinandega,Chinandega,4,36
CENTRO ESCOLAR FRAY LAURENO LOPEZ,1541,12.62650000,-87.13220000,CONTIGUA IGLESIA GUADALUPE.,"PREESCOLAR FORMAL MULTINIVEL,PRIMARIA REGULAR","11,3",2,PRIMARIA,Chinandega,Chinandega,4,36
ADVENTISTA DE CHINANDEGA,1542,12.62390000,-87.13820000,DEL CLUB EDEN 5 C ABAJO.,"SECUNDARIA REGULAR,PREESCOLAR FORMAL MULTINIVEL,PRIMARIA REGULAR","5,11,3","3,2","SECUNDARIA,PRIMARIA",Chinandega,Chinandega,4,36
JESÚS DE NAZARETH,1543,12.61400000,-87.11440000,DE LA ESC NORMAL 1 C ALESTE 1 C AL SUR.,"PREESCOLAR COMUNITARIO,III CICLO,PREESCOLAR FORMAL,Primaria Comunitaria JYA,PRIMARIA REGULAR","1,107,2,65,3","2,2","PRIMARIA,PRIMARIA",Chinandega,Chinandega,4,36
CENTRO ESCOLAR EFRAIN TIJERINO M,1544,12.63483000,-87.13891000,DE DONDE FUE EL CINE LISICE 1 C ABAJO ½ AL NORTE.,"PREESCOLAR FORMAL,PRIMARIA REGULAR","2,3",2,PRIMARIA,Chinandega,Chinandega,4,36
CENTRO ESCOLAR MADRE VIRGINIA ROSERO,1545,12.63308600,-87.12634100,DE FUNERARIA LA PIADOSA 1 C AL NORTE.,"PRIMARIA REGULAR,PREESCOLAR FORMAL","3,2",2,PRIMARIA,Chinandega,Chinandega,4,36
CENTRO ESC. MONSEÑOR ALEJANDRO GONZALEZ,1546,12.63230000,-87.12720000,COSTADO NORTE IGLESIA EL CLAVARIO.,"PREESCOLAR FORMAL,PREESCOLAR FORMAL MULTINIVEL,PRIMARIA EXTRAEDAD,PREESCOLAR COMUNITARIO,PRIMARIA REGULAR","2,11,4,1,3","2,2","PRIMARIA,PRIMARIA",Chinandega,Chinandega,4,36
CENTRO ESCOLAR ARTURO MONTE ALEGRE,1547,12.63890000,-87.13250000,DE GASOLINERA COOPEPACH 2 C AL NORTE 30 VARA ABAJO.,"PREESCOLAR FORMAL,PRIMARIA REGULAR","2,3",2,PRIMARIA,Chinandega,Chinandega,4,36
CENTRO ESCOLAR ISABEL LIZANO,1548,12.62980000,-87.13247800,ESQUINA OPUESTA A INSER.,"PREESCOLAR FORMAL MULTINIVEL,PRIMARIA REGULAR,PREESCOLAR FORMAL","11,3,2",2,PRIMARIA,Chinandega,Chinandega,4,36
SAN AGUSTIN,1549,12.62600000,-87.11620000,CONTIGUO A IGLESIA SAN AGUSTIN.,"PRIMARIA REGULAR,III CICLO,PREESCOLAR FORMAL MULTINIVEL,Primaria Comunitaria JYA,PREESCOLAR FORMAL","3,107,11,65,2","2,2","PRIMARIA,PRIMARIA",Chinandega,Chinandega,4,36
CENTRO ESCOLAR JUAN BAUSTISTA ZELAYA,1550,12.63060000,-87.14280000,BO ROBERTO GONZALES SECTOR NO. 2.,"PREESCOLAR FORMAL,Primaria Comunitaria JYA,PRIMARIA REGULAR,III CICLO,BACHILLERATO COMUNITARIO DE JYA,PREESCOLAR COMUNITARIO,PRIMARIA EXTRAEDAD","2,65,3,107,110,1,4","2,2,2","PRIMARIA,PRIMARIA,PRIMARIA",Chinandega,Chinandega,4,36
CENTRO ESCOLAR MARIA AUXILIADORA,1551,12.62650000,-87.13220000,SHELL GUADALUPE 1 ARRIBA 1 SUR.,"PREESCOLAR FORMAL,PRIMARIA REGULAR","2,3",2,PRIMARIA,Chinandega,Chinandega,4,36
CENTRO ESCOLAR FRANK CORTEZ,1552,12.63630000,-87.13550000,DE LA RAMPA 1C AL ESTE 1 CN.,"PRIMARIA REGULAR,PREESCOLAR FORMAL,PREESCOLAR FORMAL MULTINIVEL","3,2,11",2,PRIMARIA,Chinandega,Chinandega,4,36
CENTRO ESCOLAR COLONIA SANTA ANA,1553,12.63708100,-87.13887000,COSTADO SUR DEL INACH A ORILLA DE LA CARRETERA A EL VIEJO.,"PREESCOLAR FORMAL MULTINIVEL,PREESCOLAR FORMAL,PRIMARIA REGULAR","11,2,3",2,PRIMARIA,Chinandega,Chinandega,4,36
CENTRO ESCOLAR ALBERTO CABRALES,1554,12.62849000,-87.13206900,IGLESIA GUADALUPE 2 C AL NORTE.,"PREESCOLAR FORMAL MULTINIVEL,PREESCOLAR FORMAL,PRIMARIA REGULAR","11,2,3",2,PRIMARIA,Chinandega,Chinandega,4,36
MARCOS DESSY,1555,12.64970000,-87.12300000,BLOQUERA 3 C ARRABA.,"SECUNDARIA REGULAR,PREESCOLAR COMUNITARIO MULTINIVEL,PREESCOLAR FORMAL,PRIMARIA REGULAR","5,10,2,3","3,2","SECUNDARIA,PRIMARIA",Chinandega,Chinandega,4,36
CENTRO ESCOLAR EL ROSARIO,1556,12.62420000,-87.13530000,IGLESIA GUADALUPE 3 CUADRA ABAJO 2 C AL SUR.,"PRIMARIA REGULAR,PREESCOLAR FORMAL MULTINIVEL,PREESCOLAR FORMAL","3,11,2",2,PRIMARIA,Chinandega,Chinandega,4,36
HOGAR PABLO VI,1557,12.63343000,-87.11894800,KM 132½ CARRETERA A SOMOTILLO.,"PREESCOLAR FORMAL,SECUNDARIA REGULAR,PRIMARIA REGULAR","2,5,3","3,2","SECUNDARIA,PRIMARIA",Chinandega,Chinandega,4,36
SAN LUIS BELTRAN,1558,12.62930000,-87.12050000,CASA PELLAS 75 VARAS AL ESTE.,"PRIMARIA REGULAR,SECUNDARIA REGULAR,PREESCOLAR FORMAL","3,5,2","2,3","PRIMARIA,SECUNDARIA",Chinandega,Chinandega,4,36
SAGRADO CORAZON DE JESUS,1559,12.63260000,-87.11950000,CONTIGUO AL HOGAR DEL NIÑO CARRETERA A SOMOTILLO.,"PREESCOLAR FORMAL,SECUNDARIA REGULAR,PRIMARIA REGULAR","2,5,3","3,2","SECUNDARIA,PRIMARIA",Chinandega,Chinandega,4,36
CENTRO EDUCACION MANTICA BERRIOS,1560,12.63797400,-87.12193600,KM 133½ CARRETERA SOMOTILLO.,"PRIMARIA REGULAR,SECUNDARIA REGULAR,PREESCOLAR FORMAL","3,5,2","2,3","PRIMARIA,SECUNDARIA",Chinandega,Chinandega,4,36
CENTRO EDUCACION PUBLICO ANDRES CASTRO,1561,12.61400000,-87.09590000,CARRETERA A LEON ENTRADA COLONIA GRACSA 3 C AL SUR.,"PREESCOLAR COMUNITARIO,Primaria Comunitaria JYA,PREESCOLAR FORMAL,PREESCOLAR COMUNITARIO MULTINIVEL,PRIMARIA REGULAR","1,65,2,10,3","2,2","PRIMARIA,PRIMARIA",Chinandega,Chinandega,4,36
CENTRO ESCOLAR ALFONSO MONDRAGON V.,1562,12.62000000,-87.10310000,DETRÁS MOTEL LOS VALCANES.,"PRIMARIA MULTIGRADO,PREESCOLAR FORMAL MULTINIVEL","14,11",2,PRIMARIA,Chinandega,Chinandega,4,36
SAN ISIDRO,1563,12.62600000,-87.07770000,COSTADO NORTE IGLESIA SAN ISIDRO.,"PREESCOLAR FORMAL MULTINIVEL,PRIMARIA MULTIGRADO","11,14",2,PRIMARIA,Chinandega,Chinandega,4,36
NUESTRA SEÑORA DE LOURDES,1564,12.64480000,-87.07960000,DEL PUENTE LA MORA 5 KM AL ESTE Y 5 C AL NORTE.,"PREESCOLAR FORMAL MULTINIVEL,PRIMARIA REGULAR,PREESCOLAR COMUNITARIO,PREESCOLAR COMUNITARIO MULTINIVEL","11,3,1,10",2,PRIMARIA,Chinandega,Chinandega,4,36
REVERENDO ROGER SANDOVAL JARQUIN,1565,12.64550000,-87.06120000,COMARCA LA BOLSA.,"Primaria Comunitaria JYA,PREESCOLAR FORMAL MULTINIVEL,PRIMARIA REGULAR,PREESCOLAR COMUNITARIO,III CICLO","65,11,3,1,107","2,2","PRIMARIA,PRIMARIA",Chinandega,Chinandega,4,36
VIRGILIO PAZ VALDEZ,1566,12.74590000,-87.06200000,KM 148 CARRETERA A SOMOTILLO.,"PREESCOLAR COMUNITARIO MULTINIVEL,PRIMARIA MULTIGRADO","10,14",2,PRIMARIA,Chinandega,Chinandega,4,36
CENTRO ESCOLAR ADOLFO GARCIA PALLAVICINI,1567,12.72390000,-87.08750000,ENTRADA EL PARAISO 4C AL OESTE.,"PREESCOLAR COMUNITARIO MULTINIVEL,PRIMARIA MULTIGRADO","10,14",2,PRIMARIA,Chinandega,Chinandega,4,36
CENTRO ESCOLAR ENMANUEL MONGALO Y RUBIO,1568,12.77188600,-87.05440100,COL HNOS GARCIA RANCHERIA.,"BACHILLERATO COMUNITARIO DE JYA,Primaria Comunitaria JYA,PREESCOLAR FORMAL,SECUNDARIA POR ENCUENTRO,PREESCOLAR FORMAL MULTINIVEL,PRIMARIA REGULAR","110,65,2,13,11,3","2,3,2","PRIMARIA,SECUNDARIA,PRIMARIA",Chinandega,Chinandega,4,36
SAN JOSE DEL OBRAJE,1569,12.79550000,-86.98670000,CARRETERA A GUASAULE KM 159.,"PREESCOLAR COMUNITARIO MULTINIVEL,PREESCOLAR FORMAL,PRIMARIA REGULAR,Primaria Comunitaria JYA,PREESCOLAR FORMAL MULTINIVEL","10,2,3,65,11","2,2","PRIMARIA,PRIMARIA",Chinandega,Chinandega,4,36
DR. TIMOTEO VACA,1570,12.79140000,-86.94430000,GASOLINERA 4½ C AL NORTE (VILLA 15 DE JULIO).,"PRIMARIA REGULAR,PREESCOLAR FORMAL,Primaria Comunitaria JYA,PREESCOLAR COMUNITARIO MULTINIVEL","3,2,65,10","2,2","PRIMARIA,PRIMARIA",Chinandega,Chinandega,4,36
CENTRO ESCOLAR FLOR DE SACUANJOCHE,1571,12.76170000,-87.06250000,CARRETERA A SOMOTILO KM 154.,"PRIMARIA MULTIGRADO,PRIMARIA REGULAR,PREESCOLAR FORMAL MULTINIVEL","14,3,11","2,2","PRIMARIA,PRIMARIA",Chinandega,Chinandega,4,36
SAN JUAN DE LAS PENCAS,1572,12.76957000,-86.91081000,KM 167CCARRETERA A SOMOTILLO COOP LA CRUZ.,"PRIMARIA REGULAR,PREESCOLAR FORMAL MULTINIVEL,Primaria Comunitaria JYA,III CICLO","3,11,65,107","2,2","PRIMARIA,PRIMARIA",Chinandega,Chinandega,4,36
EL HIGUERAL,1573,12.70900000,-86.87130000,DE LA VILLA 15 DE JULIO 13 KM AL ESTE.,"PRIMARIA MULTIGRADO,PREESCOLAR FORMAL MULTINIVEL,Primaria Comunitaria JYA,PRIMARIA REGULAR","14,11,65,3","2,2,2","PRIMARIA,PRIMARIA,PRIMARIA",Chinandega,Chinandega,4,36
LAS GRIETAS,1574,12.73320000,-86.88220000,VILLA 15 DE JULIO 11 KM AL ESTE.,"PRIMARIA MULTIGRADO,PREESCOLAR COMUNITARIO MULTINIVEL","14,10",2,PRIMARIA,Chinandega,Chinandega,4,36
SAN CRISTOBAL,1575,12.73375100,-86.95040600,VILLA 15  7KM ARRIBA.,"PREESCOLAR COMUNITARIO MULTINIVEL,PRIMARIA MULTIGRADO","10,14",2,PRIMARIA,Chinandega,Chinandega,4,36
OJO DE AGUA-EL RAIZAL,1576,12.61010000,-87.16380000,CEMENTERIO  2 KM AL SUR.,"PRIMARIA MULTIGRADO,PREESCOLAR FORMAL MULTINIVEL","14,11",2,PRIMARIA,Chinandega,Chinandega,4,36
CENTRO ESCOLAR TOMAS ARNULFO CACERES,1577,12.70886000,-87.11897000,"CARRETERA A  SOMOTILLO KM 141, 3 1/2 ABAJO.","PREESCOLAR COMUNITARIO MULTINIVEL,PRIMARIA MULTIGRADO","10,14",2,PRIMARIA,Chinandega,Chinandega,4,36
CENTRO ESCOLAR MERCEDITA VELASQUEZ,1578,12.72254200,-87.11379200,ENTRADA AL PARAISO 4KM AL OESTE 2 KM AL SUR.,"PREESCOLAR COMUNITARIO MULTINIVEL,PRIMARIA MULTIGRADO","10,14",2,PRIMARIA,Chinandega,Chinandega,4,36
SAN RAFAEL DE MOCORON,1579,12.77970000,-87.04220000,KM 158 CARRETERA A SOMOTILLO.,"PREESCOLAR FORMAL MULTINIVEL,PREESCOLAR FORMAL,PRIMARIA REGULAR,PREESCOLAR COMUNITARIO MULTINIVEL","11,2,3,10",2,PRIMARIA,Chinandega,Chinandega,4,36
SAN LUCAS,1580,12.69970200,-86.87996600,VILLA 15 DE JULIO 16 KM AL ESTE.,"PRIMARIA MULTIGRADO,PREESCOLAR COMUNITARIO MULTINIVEL","14,10",2,PRIMARIA,Chinandega,Chinandega,4,36
PEDRO JOAQUIN CHAMORRO,1581,12.61780000,-87.11990000,CARRETERA A CORINTO FRENTE GRACSAS Y ACEITE.,"PREESCOLAR FORMAL,Primaria Comunitaria JYA,PREESCOLAR FORMAL MULTINIVEL,PRIMARIA REGULAR","2,65,11,3","2,2","PRIMARIA,PRIMARIA",Chinandega,Chinandega,4,36
CENTRO ESCOLAR MIRIAM AGUIRRE,1582,12.61422500,-87.07104600,PUENTE EL CAÑALITO 300 VRS AL NORTE 200 VRS AL ESTE.,"PREESCOLAR FORMAL MULTINIVEL,PRIMARIA MULTIGRADO,PREESCOLAR FORMAL","11,14,2",2,PRIMARIA,Chinandega,Chinandega,4,36
CENTRO ESCOLAR RAFAELA HERRERA,1583,12.61310000,-87.10390000,ECUANICA 300 VRS SUR Y 300 VRS OESTE.,"PREESCOLAR FORMAL MULTINIVEL,PREESCOLAR FORMAL,Primaria Comunitaria JYA,PRIMARIA REGULAR","11,2,65,3","2,2","PRIMARIA,PRIMARIA",Chinandega,Chinandega,4,36
CENTRO ESCOLAR BELEN,1584,12.63160000,-87.08640000,HOGAR PAULO VI 3½ KM AL ESTE.,"PRIM. MULTIGRADO EN EDUC. ESPECIAL,PREESCOLAR FORMAL MULTINIVEL,PRIMARIA REGULAR,Primaria Comunitaria JYA","61,11,3,65","2,2","PRIMARIA,PRIMARIA",Chinandega,Chinandega,4,36
PREESCOLAR ANGELA MOREIRA MEDINA,1585,12.67370000,-87.11130000,DE CHINANDEGA 5KM CARRETERA A SOMTILLO.,"PRIMARIA REGULAR,PREESCOLAR FORMAL,PREESCOLAR FORMAL MULTINIVEL,SECUNDARIA REGULAR","3,2,11,5","2,3","PRIMARIA,SECUNDARIA",Chinandega,Chinandega,4,36
CENTRO ESCOLAR SAN BENITO # 1,1586,12.61180000,-87.07940000,QUINTA SAN BENITO #1 75 VRS AL NORTE.,"III CICLO,SECUNDARIA REGULAR,PREESCOLAR FORMAL,PRIMARIA REGULAR,IV CICLO","107,5,2,3,109","3,2","SECUNDARIA,PRIMARIA",Chinandega,Chinandega,4,36
MARIA ANGELES DUBON,1587,12.69710000,-87.09870000,COMARCA LA GRACIA #4 CUADRA SOMOTILLO KM 141.,"PRIMARIA REGULAR,PREESCOLAR FORMAL MULTINIVEL,SECUNDARIA EN EL CAMPO","3,11,30","2,3","PRIMARIA,SECUNDARIA",Chinandega,Chinandega,4,36
INSTITUTO TECNICO RUBEN DARIO,1588,12.63310000,-87.13360000,ENITEL 2 C AL NORTE ½ C AL OESTE.,"SECUNDARIA POR ENCUENTRO,SECUNDARIA REGULAR,PRIMARIA REGULAR","13,5,3","3,3,2","SECUNDARIA,SECUNDARIA,PRIMARIA",Chinandega,Chinandega,4,36
HOGAR SAN JOSE,1589,12.63770000,-87.12240000,CONTIGUO AL CENTRO EDUCACIONAL MANTICA BERIO.,"PREESCOLAR FORMAL,PRIMARIA REGULAR","2,3",2,PRIMARIA,Chinandega,Chinandega,4,36
COLLECHIO,1590,12.64910000,-87.12700000,CAFETIN GRANADINO 75 VRS OESTE.,"PREESCOLAR FORMAL,PREESCOLAR COMUNITARIO MULTINIVEL,PRIMARIA REGULAR","2,10,3",2,PRIMARIA,Chinandega,Chinandega,4,36
JOSE MONTEALEGRE INFANTE,1591,12.62309000,-87.13991000,CEMENTERIO MUNICIPAL 1 C AL ESTE.,"SECUNDARIA REGULAR,PREESCOLAR FORMAL,PRIMARIA REGULAR,PREESCOLAR COMUNITARIO MULTINIVEL,PREESCOLAR COMUNITARIO","5,2,3,10,1","3,2","SECUNDARIA,PRIMARIA",Chinandega,Chinandega,4,36
BUENA ESPERANZA,1592,12.77880000,-87.05040000,COSTADO NORTE DE RANCHERIA CARRETERA SOMOTILLO.,"PRIMARIA REGULAR,PREESCOLAR FORMAL MULTINIVEL,Primaria Comunitaria JYA,PREESCOLAR FORMAL,PREESCOLAR COMUNITARIO MULTINIVEL","3,11,65,2,10","2,2","PRIMARIA,PRIMARIA",Chinandega,Chinandega,4,36
COLEGIO MERCANTIL DE OCCIDENTE,1593,12.62950000,-87.13180000,DE INISER ½ C AL ESTE.,SECUNDARIA REGULAR,5,3,SECUNDARIA,Chinandega,Chinandega,4,36
CENTRO ESCOLAR HNOS DE HOLANDA,1594,12.59040000,-87.11870000,ESC NORMAL DARWIN VALLECILLO 5 KM AL SUR.,"PREESCOLAR COMUNITARIO MULTINIVEL,PRIMARIA MULTIGRADO","10,14",2,PRIMARIA,Chinandega,Chinandega,4,36
MONSERRATH (CHOCOYITOS),1595,12.62670000,-87.11560000,REPTO MONSERRATH ENTRADA PRINCIPAL 2 C NORTE 75 VRS ESTE.,"PREESCOLAR COMUNITARIO,BACHILLERATO COMUNITARIO DE JYA,PREESCOLAR FORMAL,PRIMARIA REGULAR","1,110,2,3",2,PRIMARIA,Chinandega,Chinandega,4,36
CENTRO ESCOLAR ASCENCION OVIEDO ESTRADA,1596,12.61690000,-87.13150000,DE ESC MARIA AUXILIADORA 9 CUADRA AL SUR.,"PRIMARIA REGULAR,PRIMARIA EXTRAEDAD,PREESCOLAR COMUNITARIO,PREESCOLAR COMUNITARIO MULTINIVEL,PREESCOLAR FORMAL MULTINIVEL,PREESCOLAR FORMAL","3,4,1,10,11,2","2,2","PRIMARIA,PRIMARIA",Chinandega,Chinandega,4,36
CENTRO EDUCATIVO CONNY,1597,12.63790000,-87.12230000,PAULINO NORARI ½ C ABAJO.,"PREESCOLAR FORMAL MULTINIVEL,PRIMARIA REGULAR","11,3",2,PRIMARIA,Chinandega,Chinandega,4,36
CENTRO ESCOLAR ALDO DUBON CALLEJAS,1598,12.61970000,-87.13810000,RASTRO MUNICIPAL 2 C AL NORTE 1 C AL OESTE.,"PREESCOLAR FORMAL,SECUNDARIA REGULAR,PRIMARIA REGULAR","2,5,3","3,2","SECUNDARIA,PRIMARIA",Chinandega,Chinandega,4,36
