department,municipality,dep_id,mun_id,Nombre,Direccion,Latitud,Longitud,Modalidades
Estelí,Estelí,3,25,CENTRO ESCOLAR EL PARAISO,SALIDA PASO LEON 18 KM AL NOROESTE.,13.19546800,-86.27633100,"PREESCOLAR COMUNITARIO, PRIMARIA MULTIGRADO"
Estelí,Estelí,3,25,PREECOLAR DIVINO NIÑO - EL CALVARIO,ALMACENES TROPIGAS 1 1/2C QL OESTE.,13.08720000,-86.35800000,"PRIMARIA REGULAR, PREESCOLAR FORMAL"
Estelí,Estelí,3,25,CENTRO ESCOLAR ADVENTISTA MARANATHA,PETRONIC SUR 1C AL SUR 1 1/2C ESTE.,13.06981700,-86.34921000,SECUNDARIA REGULAR
Estelí,Estelí,3,25,PREESCOLAR PHOENIX ESTELI,PORTON PRINCIPAL UNI NORTE 2C AL ESTE 1C AL SUR.,13.07575400,-86.36741300,"PREESCOLAR FORMAL, PREESCOLAR COMUNITARIO"
Estelí,Estelí,3,25,CENTRO ESCOLAR LA NARANJITA,DE STAR MART 31 KMS AL NORESTE.,13.21775700,-86.27931700,"PRIMARIA MULTIGRADO, PREESCOLAR COMUNITARIO MULTINIVEL"
Estelí,Estelí,3,25,CENTRO ESCOLAR SAN FRANCISCO,DE LA ENTRADA DEL REGADIO 3KM AL SURESTE.,13.17070000,-86.43330000,"PRIMARIA MULTIGRADO, PREESCOLAR COMUNITARIO MULTINIVEL"
Estelí,Estelí,3,25,CENTRO SOR MARIA ROMERO,DE LA NOTSA 200 MTS AL NORTE.,13.10465300,-86.36442200,PRIMARIA EXTRAEDAD
Estelí,Estelí,3,25,ESCUELA NORMAL MIRNA MAIRENA,PUENTE DE HIERRO 300 MTS AL NORTE.,13.10245200,-86.35862300,"CURSOS DE FORM. DE MAESTROS PARA BACHILLERES DE SEC. EN EL CAMPO, CURSOS REGULARES-MEP PLAN NACIONAL"
Estelí,Estelí,3,25,CENTRO ESCOLAR LOS CHILAMATES,LOS CHILAMATES.,13.05136100,-86.27899400,"PRIMARIA MULTIGRADO, PREESCOLAR COMUNITARIO MULTINIVEL"
Estelí,Estelí,3,25,CENTRO ESCOLA DIVINE MEREY BILINGUAL SCHOOL,PETRONIC EL CARMEN 1C ESTE.,13.08740000,-86.35570000,"PRIMARIA REGULAR, SECUNDARIA REGULAR, PREESCOLAR FORMAL MULTINIVEL"
Estelí,Estelí,3,25,CENTRO ESCOLAR FLOR AMARILLA,DEL REGADIO 20KM AL SUR.,13.14830900,-86.46849500,"PREESCOLAR COMUNITARIO MULTINIVEL, PRIMARIA MULTIGRADO"
Estelí,Estelí,3,25,CENTRO ESCOLAR BILINGUE SAN JOSE DE CALAZANZ,VARIEDADES VIDA 2C.OESTE.,13.09502000,-86.35316000,"SECUNDARIA REGULAR, PREESCOLAR FORMAL MULTINIVEL, PRIMARIA REGULAR"
Estelí,Estelí,3,25,CENTRO ESCOLAR SUNRISE BILINGUAL SCHOOL.S.B.S,DEL MONUMENTO JOSE BENITO 4C.ESTE 180 VRS AL NORTE.,13.08525400,-86.34538500,"PREESCOLAR FORMAL MULTINIVEL, SECUNDARIA REGULAR, PRIMARIA REGULAR"
Estelí,Estelí,3,25,PREESCOLAR JOSE BENITO LA GUANABANA,"DEL MONUMENTO JOSE BENITO 5C.ESTE 1C NORTE, 25 VRS AL ESTE.",13.08229900,-86.34622700,"PREESCOLAR FORMAL, PREESCOLAR COMUNITARIO MULTINIVEL"
Estelí,Estelí,3,25,CENTRO ESCOLAR MINISTERIO SEGUNDA OPORTUNIDAD,PORTON PRINCIPAL UNI 2C.ESTE 1/2C.NORTE.,13.07578700,-86.36736800,"Primaria Comunitaria JYA, PRIMARIA REGULAR"
Estelí,Estelí,3,25,CENTRO INTEGRAL DE SUPERACION CULTURAL PARA LA MUJER,DEL PUENTE LAS CANILLAS 100 MTS AL NORTE.,13.10636600,-86.35692100,"IV CICLO, III CICLO"
Estelí,Estelí,3,25,PREESCOLAR CDI CENTRO INFANTIL JARDIN FAMILIAR,DE PALI NORTE 1/2 CUADRA AL NORTE..,13.10545200,-86.36028700,PREESCOLAR FORMAL
Estelí,Estelí,3,25,CENTRO ESCOLAR VILLA SANDINO,IGLESIA VIDA ABUNDANTE 6C.AL OESTE 7C. AL NORTE 2C.AL OESTE.,13.11246800,-86.37794400,"PREESCOLAR COMUNITARIO, PRIMARIA REGULAR"
Estelí,Estelí,3,25,PREESCOLAR CHILDRENS PARADISE PRESCHOOL,JUAN ALBERTO BLANDON.,13.08175000,-86.35233000,PREESCOLAR FORMAL
Estelí,Estelí,3,25,CENTRO ESCOLAR ZACARIAS LORENTE C.,KM 134½ CARRETERA PANAM.  CONTIGUO AL POZO PUBLICO.,12.99581200,-86.29866800,"PRIMARIA MULTIGRADO, PREESCOLAR COMUNITARIO MULTINIVEL"
Estelí,Estelí,3,25,CENTRO ESCOLAR RAFAELA HERRERA,DE LA CABECERA MUNICIPAL 13 KM AL NOROESTE.,13.17485700,-86.23528700,"PREESCOLAR COMUNITARIO MULTINIVEL, PRIMARIA MULTIGRADO"
Estelí,La Trinidad,3,26,ESCUELA ADVENTISTA,CONTIGUO AL HOSPITAL PEDRO ALTAMIRANO.,12.96110000,-86.23090000,"PRIMARIA REGULAR, PREESCOLAR FORMAL MULTINIVEL"
Estelí,La Trinidad,3,26,INSTITUTO NACIONAL JOSE MARTI,DEL CINE ROSSY 2½ CUADRA AL SUR.,12.96607200,-86.23547900,"SECUNDARIA POR ENCUENTRO, SECUNDARIA REGULAR"
Estelí,La Trinidad,3,26,PREESCOLAR IVAN LEYURAZ,DEL PARQUE 1 CUADRA AL SUR.,12.96715100,-86.23529000,PREESCOLAR FORMAL
Estelí,La Trinidad,3,26,CENTRO ESCOLAR DIVINO NIÑO,FRENTE AL KM 124 CARRETERA PANAMERICANA.,12.96685700,-86.23394100,"PRIMARIA REGULAR, EBA"
Estelí,La Trinidad,3,26,ROSARIO BENAVIDEZ,MECHAPA ABAJO KM 126 CARRETERA NORTE.,12.99448700,-86.24370000,"PREESCOLAR COMUNITARIO MULTINIVEL, PRIMARIA MULTIGRADO"
Estelí,La Trinidad,3,26,CENTRO ESCOLAR FIDELIA MONTENEGRO #1,LA CONCEPCION CARRETERA PANAMERICANA KM 130.,13.00061000,-86.26572900,"PRIMARIA MULTIGRADO, PREESCOLAR COMUNITARIO MULTINIVEL"
Estelí,La Trinidad,3,26,CENTRO ESCOLAR LA CAÑA,KM 119 CARRETERA PANAMERICANA.,12.93682800,-86.21528500,"PRIMARIA REGULAR, PREESCOLAR FORMAL MULTINIVEL"
Estelí,La Trinidad,3,26,CENTRO ESCOLAR INDEPENDENCIA DE CENTROAMERICA,KM 119 CARRETERA PANAMERICANA 3 KM AL SUR OESTE.,12.92820000,-86.22870000,"PRIMARIA REGULAR, PREESCOLAR FORMAL MULTINIVEL, SECUNDARIA REGULAR"
Estelí,La Trinidad,3,26,CENTRO ESCOLAR ANDRES CASTRO,KM 133 CARRETERA NORTE 8 KM AL OESTE.,12.96899700,-86.30062700,"PRIMARIA MULTIGRADO, SECUNDARIA EN EL CAMPO"
Estelí,La Trinidad,3,26,CENTRO ESCOLAR MONSEÑOR JUAN ABELARDO MATA,ROSARIO ARRIBA SEDE MUNICIPAL 15 KM AL OESTE.,12.94434300,-86.29370000,"PREESCOLAR COMUNITARIO MULTINIVEL, SECUNDARIA POR ENCUENTRO, PRIMARIA MULTIGRADO"
Estelí,La Trinidad,3,26,CENTRO ESCOLAR FIDELIA MONTENEGRO NO. 2,BO. PEDRO JOAQUIN CHAMORRO 5 KMS AL OESTE.,12.95869300,-86.27666400,"PRIMARIA MULTIGRADO, PREESCOLAR COMUNITARIO MULTINIVEL"
Estelí,La Trinidad,3,26,CENTRO ESCOLAR MARIA CRISTINA MONCADA,SEDE MUNICIPAL 11 KM AL OESTE.,12.93542300,-86.28347000,PRIMARIA MULTIGRADO
Estelí,La Trinidad,3,26,CENTRO ESCOLAR CACIQUE NICARAO,SEDE MUNICIPAL 16 KM SURESTE.,12.92235100,-86.25537200,"PREESCOLAR COMUNITARIO MULTINIVEL, PRIMARIA MULTIGRADO"
Estelí,La Trinidad,3,26,CENTRO ESCOLAR RUBEN DARIO NO. 2,SEDE MUNICIPAL 17 KM AL OESTE.,12.93933100,-86.27006500,PRIMARIA MULTIGRADO
Estelí,La Trinidad,3,26,PEDRO PABLO BENAVIDEZ,LAS LIMAS SEDE MUNICIPAL 12 KM AL NOROESTE.,13.03650000,-86.26370000,PRIMARIA MULTIGRADO
Estelí,La Trinidad,3,26,CENTRO ESCOLAR ANDRES MAIRENA GARCIA,SEDE MUNICIPAL 12 KM OESTE.,13.01835200,-86.25957100,"PREESCOLAR COMUNITARIO MULTINIVEL, PRIMARIA MULTIGRADO"
Estelí,La Trinidad,3,26,CENTRO ESCOLAR EMILIANO MORENO TINOCO,SEDE MUNICIPAL 5 KM AL ESTE.,13.00130000,-86.22350000,"SECUNDARIA POR ENCUENTRO, PREESCOLAR COMUNITARIO MULTINIVEL, PRIMARIA MULTIGRADO"
Estelí,La Trinidad,3,26,RUBEN DARIO # 1,21 KM AL NOROESTE DE LA SEDE.,13.08670000,-86.14260000,PRIMARIA MULTIGRADO
Estelí,La Trinidad,3,26,CENTRO ESCOLAR RAFAELA HERRERA,KM 129 CARRETERA NORTE MECHAPA ARRIBA.,12.99582200,-86.25244600,"PREESCOLAR COMUNITARIO MULTINIVEL, PRIMARIA MULTIGRADO"
Estelí,La Trinidad,3,26,CENTRO ESCOLAR ALFONSO CORTEZ,KM 121 CARRETERA NORTE COOP. PEDRO ALTAMIRANO.,12.95029000,-86.22244000,"PREESCOLAR COMUNITARIO MULTINIVEL, PRIMARIA MULTIGRADO"
Estelí,La Trinidad,3,26,CENTRO ESCOLAR MARLENE PAUTH RIZO,LA PACAYA SEDE MUNICIPAL 18 KM AL OESTE.,12.94234000,-86.30911100,"PRIMARIA MULTIGRADO, PREESCOLAR COMUNITARIO MULTINIVEL"
Estelí,La Trinidad,3,26,CACIQUE DIRIANGEN (MESAS DE OYANCA),SEDE MUNICIPAL 13 KM AL SUR OESTE.,12.94303200,-86.24634900,"PREESCOLAR COMUNITARIO MULTINIVEL, PRIMARIA MULTIGRADO"
Estelí,La Trinidad,3,26,DEMETRIO CRUZ,LA CONCEPCION 5 KM AL NORTE.,13.01903800,-86.27083700,"SECUNDARIA REGULAR, PRIMARIA MULTIGRADO, PREESCOLAR COMUNITARIO MULTINIVEL"
Estelí,La Trinidad,3,26,CENTRO ESCOLAR MAESTRA ELVIRA MARTINEZ,SEDE MUNICIPAL 12 KM AL ESTE.,13.02540000,-86.19270000,"PREESCOLAR COMUNITARIO MULTINIVEL, PRIMARIA MULTIGRADO"
Estelí,La Trinidad,3,26,CENTRO ESCOLAR MAESTRA SOCORRO TALAVERA,SEDE 18 KM AL ESTE LA TRINIDAD.,13.09580000,-86.16390000,"PRIMARIA MULTIGRADO, SECUNDARIA REGULAR"
Estelí,La Trinidad,3,26,CENTRO ESCOLAR VICENTE DAVILA,SEDE MUNICIPAL 15 KM AL ESTE.,13.04280000,-86.26370000,"PREESCOLAR COMUNITARIO MULTINIVEL, PRIMARIA MULTIGRADO"
Estelí,La Trinidad,3,26,CENTRO ESCOLAR SANTA ANA,SEDE MUNICIPAL 13 KM AL NOR ESTE.,13.04860000,-86.23191000,"PREESCOLAR COMUNITARIO MULTINIVEL, PRIMARIA MULTIGRADO"
Estelí,La Trinidad,3,26,CENTRO ESCOLAR MAESTRO TEODORO RODRIGUEZ,SEDE MUNICIPAL 8 KM AL NORESTE.,13.03396000,-86.23470000,"PREESCOLAR COMUNITARIO MULTINIVEL, SECUNDARIA EN EL CAMPO, PRIMARIA MULTIGRADO"
Estelí,La Trinidad,3,26,CENTRO ESCOLAR REVERENDO SANTIAGO AGUIRRE,SEDE MUNICIPAL 16 KM AL ESTE.,13.02850000,-86.15460000,PRIMARIA MULTIGRADO
Estelí,La Trinidad,3,26,CENTRO ESCOLAR MONSEÑOR RUBEN LOPEZ ARDON,LA CEBADILLA SEDE 18 KM AL SUR ESTE.,13.05400000,-86.13910000,PRIMARIA MULTIGRADO
Estelí,La Trinidad,3,26,CENTRO ESCOLAR SAN JERONIMO,SEDE MUNICIPAL 11 KM AL NOR ESTE.,13.03230000,-86.23880000,"PREESCOLAR COMUNITARIO MULTINIVEL, PRIMARIA MULTIGRADO"
Estelí,La Trinidad,3,26,CENTRO ESCOLAR CHAGUITE BLANCO #1,SEDE MUNICIPAL 16 KM AL SUR OESTE.,12.92521100,-86.27206700,"PRIMARIA MULTIGRADO, PREESCOLAR COMUNITARIO MULTINIVEL, SECUNDARIA EN EL CAMPO"
Estelí,La Trinidad,3,26,CENTRO ESCOLAR SIMON BOLIVAR,SEDE MUNICIPAL 17 KM AL SUR OESTE.,12.92746100,-86.28175000,"PREESCOLAR COMUNITARIO MULTINIVEL, PRIMARIA MULTIGRADO"
Estelí,La Trinidad,3,26,CENTRO ESCOLAR ENMANUEL MONGALO Y RUBIO,SEDE MUNICIPAL 14KM AL SUR.,12.93006500,-86.25583100,PRIMARIA MULTIGRADO
Estelí,La Trinidad,3,26,CENTRO ESCOLAR JOSÉ SANTOS ZELAYA,MECD 2C AL SUR.,12.97237400,-86.23109100,"PRIMARIA REGULAR, PREESCOLAR FORMAL MULTINIVEL"
Estelí,La Trinidad,3,26,ESCUELA PARROQUIAL ESPIRITU SANTO,CONTIGUO A CASA CURAL.,12.96860000,-86.23480000,"PREESCOLAR FORMAL MULTINIVEL, SECUNDARIA REGULAR, PRIMARIA REGULAR"
Estelí,La Trinidad,3,26,VIRGEN MARÍA,SEDE MUNICIPAL 25 KMS AL NOROESTE.,13.10610000,-86.14100000,PRIMARIA MULTIGRADO
Estelí,La Trinidad,3,26,CRISTO REY #1,SEDE MUNICIPAL 6 KMS AL ESTE.,13.01311100,-86.21443500,"PRIMARIA MULTIGRADO, PREESCOLAR COMUNITARIO MULTINIVEL"
Estelí,La Trinidad,3,26,COLEGIO BAUTISTA HERMANOS TYSON,TEMPLO BAUTISTA EL VALLE HERMOSO.,12.96338500,-86.23259500,"PRIMARIA REGULAR, PREESCOLAR FORMAL MULTINIVEL"
Estelí,La Trinidad,3,26,COLEGIO REACH LA TRINIDAD,KM 122½ SOBRE CARRETERA PANAMERICANA NORTE.,12.95500000,-86.22520000,SECUNDARIA REGULAR
Estelí,La Trinidad,3,26,ESCUELA ESPECIAL URI MOLINA,DEL MECD 2 AL SUR.,12.96531600,-86.23513300,"PREES. FORMAL EN EDUC. ESPECIAL, EDUCACION TEMPRANA, PRIM. MULTIGRADO EN EDUC. ESPECIAL"
Estelí,La Trinidad,3,26,FRAY FRANCISCO PASTRAN,SEDE MUNICIPAL 10KM AL SURESTE.,12.99320000,-86.19480000,"PRIMARIA MULTIGRADO, PREESCOLAR COMUNITARIO MULTINIVEL"
Estelí,La Trinidad,3,26,CENTRO EDUCATIVO JOSE ERNESTO PEREZ PERALTA,"DELEGACION MUNICIPAL 10 KM AL NORTE, 2KM AL OESTE.",12.98656900,-86.29751700,"PREESCOLAR COMUNITARIO MULTINIVEL, PRIMARIA MULTIGRADO"
Estelí,Pueblo Nuevo,3,22,CENTRO ESCOLAR DIOS ES AMOR,DE LA DELEGACIÓN MUNICIPAL 10 KM AL NORESTE.,13.33660250,-86.58696770,"PREESCOLAR COMUNITARIO MULTINIVEL, PRIMARIA MULTIGRADO"
Estelí,Pueblo Nuevo,3,22,PREESCOLAR PROESORA JANETH RODRIGUEZ ALFARO,DE LA PENSION ALDEA ½ C. AL NORTE.,13.38316000,-86.48023000,PREESCOLAR FORMAL MULTINIVEL
Estelí,Pueblo Nuevo,3,22,CENTRO ESCOLAR MODELO RUBEN DARIO,"FRENTE A BENEFICIO ""SOCRATES SANDINO"".",13.37784900,-86.47820200,PRIMARIA REGULAR
Estelí,Pueblo Nuevo,3,22,INSTITUTO HEROES Y MARTIRES DE PUEBLO NUEVO,FRENTE AL CEMENTERIO.,13.37591400,-86.48322200,"SECUNDARIA POR ENCUENTRO, SECUNDARIA REGULAR"
Estelí,Pueblo Nuevo,3,22,CENTRO ESCOLAR GUARDABARRANCO,16 KM SOBRE CARRETERA A LIMAY..,13.30383700,-86.56260600,"PREESCOLAR COMUNITARIO MULTINIVEL, SECUNDARIA REGULAR, PRIMARIA REGULAR"
Estelí,Pueblo Nuevo,3,22,COLEGIO RURAL AMIGOS DE ALEMANIA,8 KM SOBRE CARRETERA A LIMAY.,13.33896200,-86.52799600,"PREESCOLAR COMUNITARIO MULTINIVEL, SECUNDARIA REGULAR, PRIMARIA REGULAR"
Estelí,Pueblo Nuevo,3,22,CENTRO ESCOLAR LA UNION,DE LA DELEGACIÓN MECD 3KM AL OESTE..,13.37319300,-86.50182300,"PRIMARIA MULTIGRADO, PREESCOLAR COMUNITARIO MULTINIVEL"
Estelí,Pueblo Nuevo,3,22,CENTRO ESCOLAR MANUEL DIAZ Y SOTELO (HORCONES),10 KM SOBRE CARRETERA A LIMAY..,13.32775100,-86.54618300,"PREESCOLAR COMUNITARIO MULTINIVEL, PRIMARIA MULTIGRADO"
Estelí,Pueblo Nuevo,3,22,CENTRO ESCOLAR MIGUEL ANGEL MERLO TORREZ,9 KM SOBRE CARRETERA A LIMAY.,13.33081300,-86.53580500,"PRIMARIA MULTIGRADO, PREESCOLAR COMUNITARIO MULTINIVEL"
Estelí,Pueblo Nuevo,3,22,CENTRO ESCOLAR LA CALERA,DEL  MECD 6KM CARRETERA A LIMAY.,13.35292500,-86.51986800,"PRIMARIA MULTIGRADO, PREESCOLAR FORMAL MULTINIVEL"
Estelí,Pueblo Nuevo,3,22,CENTRO ESCOLAR SAN ANTONIO,DEL MECD 3KM SOBRE LA CARRETERA A LIMAY.,13.37067700,-86.50795900,"PREESCOLAR COMUNITARIO MULTINIVEL, SECUNDARIA EN EL CAMPO, PRIMARIA MULTIGRADO"
Estelí,Pueblo Nuevo,3,22,CENTRO ESCOLAR MADRE TERESA DE CALCUTA,DEL  MECD 4KM CARRETERA A LIMAY.,13.36117700,-86.51883500,"PREESCOLAR COMUNITARIO MULTINIVEL, PRIMARIA MULTIGRADO"
Estelí,Pueblo Nuevo,3,22,CENTRO ESCOLAR EL CONSUELO,EL CONSUELO 13 KM AL SUR DE PUEBLO NUEVO..,13.29050700,-86.49009000,"PREESCOLAR FORMAL MULTINIVEL, PRIMARIA MULTIGRADO"
Estelí,Pueblo Nuevo,3,22,CENTRO ESCOLAR MARIA LUISA VIDEA,LA PAVA 10 KM AL SUR OESTE DE PUEBLO NUEVO..,13.31515800,-86.50418000,"PREESCOLAR FORMAL MULTINIVEL, PRIMARIA MULTIGRADO"
Estelí,Pueblo Nuevo,3,22,CENTRO ESCOLAR LA LIBERTAD,DEL MECD 4 KM AL SUR DE PUEBLO NUEVO..,13.34633100,-86.50416000,"PRIMARIA MULTIGRADO, PREESCOLAR COMUNITARIO MULTINIVEL"
Estelí,Pueblo Nuevo,3,22,CENTRO ESCOLAR EL ESFUERZO,DEL  MECD 3 KM AL NORTE.,13.39167000,-86.48467800,"PREESCOLAR COMUNITARIO MULTINIVEL, PRIMARIA MULTIGRADO"
Estelí,Pueblo Nuevo,3,22,CENTRO ESCOLAR JOSE DOLORES BELLORIN,DEL MECD 5 KM SOBRE CARRETERA A LIMAY.,13.40552500,-86.45941800,"PRIMARIA REGULAR, PRIMARIA MULTIGRADO, PREESCOLAR FORMAL MULTINIVEL"
Estelí,Pueblo Nuevo,3,22,CENTRO ESCOLAR LAGUNETA,MECD 3 KM AL NOROESTE DE PUEBLO NUEVO.,13.39345800,-86.51582900,"PREESCOLAR COMUNITARIO MULTINIVEL, PRIMARIA MULTIGRADO"
Estelí,Pueblo Nuevo,3,22,CENTRO ESCOLAR ANA MARIA WEDJESJO,DE LA DELEGACIÓN DEL MECD 3 KM AL NOROESTE..,13.39800500,-86.49605400,"PRIMARIA REGULAR, PRIMARIA MULTIGRADO, PREESCOLAR FORMAL MULTINIVEL"
Estelí,Pueblo Nuevo,3,22,CENTRO ESCOLAR EL PARAISITO,DEL MECD 9 KM CARRETERA  VIEJA A SOMOTO..,13.40004900,-86.53874900,"PREESCOLAR COMUNITARIO MULTINIVEL, PRIMARIA MULTIGRADO"
Estelí,Pueblo Nuevo,3,22,CENTRO ESCOLAR CRISTO REY,DEL MECD 4 KM AL ESTE DE PUEBLO NUEVO.,13.38629700,-86.52791000,"PREESCOLAR FORMAL MULTINIVEL, PRIMARIA MULTIGRADO"
Estelí,Pueblo Nuevo,3,22,COLEGIO RURAL PUBLICO GUASUYUCA,115 KM CARRETERA  A SOMOTO.,13.41376200,-86.54199500,"PRIMARIA REGULAR, PREESCOLAR FORMAL, PREESCOLAR FORMAL MULTINIVEL, SECUNDARIA REGULAR"
Estelí,Pueblo Nuevo,3,22,COLEGIO PUBLICO ENMANUEL MONGALO Y RUBIO #2,DEL MECD 6 KM AL NOR OESTE DE PUEBLO NUEVO..,13.39291000,-86.53583300,"PREESCOLAR FORMAL MULTINIVEL, PREESCOLAR FORMAL, SECUNDARIA REGULAR, PRIMARIA REGULAR"
Estelí,Pueblo Nuevo,3,22,CENTRO ESCOLAR EL HORNO,DEL MECD 7 KM AL OESTE DE PUEBLO NUEVO.,13.37481600,-86.56001700,"PREESCOLAR FORMAL MULTINIVEL, PRIMARIA MULTIGRADO"
Estelí,Pueblo Nuevo,3,22,CENTRO ESCOLAR LA UNIDAD,DEL MECD 13 KM AL OESTE DE PUEBLO NUEVO.,13.39948700,-86.55755000,"PREESCOLAR FORMAL MULTINIVEL, PRIMARIA REGULAR"
Estelí,Pueblo Nuevo,3,22,COLEGIO RURAL EL ROSARIO,DEL MECD 7 KM AL NOROESTE DE PUEBLO NUEVO.,13.36209000,-86.54242000,"PREESCOLAR COMUNITARIO MULTINIVEL, SECUNDARIA REGULAR, PRIMARIA MULTIGRADO"
Estelí,Pueblo Nuevo,3,22,CENTRO ESCOLAR SABANA GRANDE,DEL MECD 8 KM AL NOROESTE DE PUEBLO NUEVO.,13.35662600,-86.55439500,"PRIMARIA MULTIGRADO, PREESCOLAR COMUNITARIO MULTINIVEL"
Estelí,Pueblo Nuevo,3,22,CENTRO ESCOLAR FE Y ALEGRIA,18 KM SOBRE CARRETERA A LIMAY.,13.30446100,-86.54529400,"PRIMARIA MULTIGRADO, PREESCOLAR COMUNITARIO MULTINIVEL"
Estelí,Pueblo Nuevo,3,22,CENTRO ESCOLAR CERRO GRANDE,DEL MECD 4 KM AL SUROESTE DE PUEBLO NUEVO.,13.35921600,-86.51196600,"PREESCOLAR COMUNITARIO MULTINIVEL, PRIMARIA MULTIGRADO"
Estelí,Pueblo Nuevo,3,22,CENTRO ESCOLAR SAN JOSE,13 KM SOBRE CARRETERA A LIMAY.,13.32784000,-86.51827000,"PREESCOLAR COMUNITARIO MULTINIVEL, PRIMARIA MULTIGRADO"
Estelí,Pueblo Nuevo,3,22,CENTRO ESCOLAR ENMANUEL MONGALO Y RUBIO #1,9 KM AL SUR DE PUEBLO NUEVO.,13.31140500,-86.49179800,"PRIMARIA MULTIGRADO, PREESCOLAR FORMAL MULTINIVEL, PRIMARIA REGULAR"
Estelí,Pueblo Nuevo,3,22,CENTRO ESCOLAR RÍO ABAJO,DEL MECD 5  KM AL ESTE.,13.37043400,-86.45313000,"SECUNDARIA EN EL CAMPO, PRIMARIA REGULAR, PRIMARIA MULTIGRADO, PREESCOLAR FORMAL MULTINIVEL"
Estelí,Pueblo Nuevo,3,22,CENTRO ESCOLAR PALO VERDE,DEL MECD 6 KM AL NOROESTE DE PUEBLO NUEVO.,13.42024100,-86.48260300,"PREESCOLAR COMUNITARIO MULTINIVEL, PRIMARIA MULTIGRADO"
Estelí,Pueblo Nuevo,3,22,CENTRO ESCOLAR EL PENCAL,DEL MECD 2½ KM AL SUR DE PUEBLO NUEVO.,13.34950000,-86.47456500,"PRIMARIA MULTIGRADO, PREESCOLAR COMUNITARIO MULTINIVEL"
Estelí,Pueblo Nuevo,3,22,CENTRO ESCOLAR MACUELIZO,MACUALIZO 13 KM AL SUR OESTE DE PUEBLO NUEVO.,13.34010900,-86.56178900,"PRIMARIA MULTIGRADO, PREESCOLAR FORMAL MULTINIVEL"
Estelí,Pueblo Nuevo,3,22,EL CHAGUITON,15 KM SOBRE CARRETERA A LIMAY.,13.32306500,-86.57599600,"PRIMARIA MULTIGRADO, PREESCOLAR COMUNITARIO MULTINIVEL"
Estelí,Pueblo Nuevo,3,22,CENTRO ESCOLAR 14 DE SEPTIEMBRE,DEL MECD 2 KM AL OESTE DE PUEBLO NUEVO.,13.35150400,-86.48755100,PRIMARIA MULTIGRADO
Estelí,Pueblo Nuevo,3,22,COLEGIO RURAL RUBEN DARIO,6 KM AL SUR DE PUEBLO NUEVO.,13.32330100,-86.50118900,"PREESCOLAR COMUNITARIO MULTINIVEL, PRIMARIA MULTIGRADO, SECUNDARIA REGULAR"
Estelí,Pueblo Nuevo,3,22,CENTRO ESCOLAR PROFESORA LENA ANDERSON,DEL MECD  11½ KM AL NORTE DE PUEBLO NUEVO.,13.42478000,-86.50994000,"PRIMARIA REGULAR, PREESCOLAR COMUNITARIO MULTINIVEL"
Estelí,Pueblo Nuevo,3,22,CENTRO ESCOLAR RIO GRANDE,1½ KM CARRETERA A LIMAY.,13.36726700,-86.49486500,"PREESCOLAR COMUNITARIO MULTINIVEL, PRIMARIA REGULAR, PRIMARIA MULTIGRADO"
Estelí,Pueblo Nuevo,3,22,CENTRO ESCOLAR LA MAQUINA,20 KM CARRETERA A LIMAY.,13.27722700,-86.52983700,"PREESCOLAR FORMAL MULTINIVEL, PRIMARIA MULTIGRADO"
Estelí,Pueblo Nuevo,3,22,CENTRO ESCOLAR SAN PABLO APOSTOL,FRENTE AL PARQUE.,13.37889600,-86.48087300,"SECUNDARIA REGULAR, PREESCOLAR FORMAL MULTINIVEL, PRIMARIA REGULAR"
Estelí,Pueblo Nuevo,3,22,CENTRO ESCOLAR SAN FRANCISCO,22 KM AL NOROESTE DE PUEBLO NUEVO.,13.31088500,-86.58967400,"PREESCOLAR COMUNITARIO MULTINIVEL, PRIMARIA MULTIGRADO"
Estelí,Pueblo Nuevo,3,22,CENTRO RECREATIVO INFANTIL AMIGOS,DEL POZO ENACAL 1C AL ESTE.,13.38290000,-86.47840000,"PREESCOLAR FORMAL MULTINIVEL, PREESCOLAR FORMAL"
Estelí,Pueblo Nuevo,3,22,CENTRO ESCOLAR NUEVA ESPERANZA,DETRAS DEL ESTADIO MUNICIPAL.,13.37978600,-86.47271600,"PREESCOLAR FORMAL MULTINIVEL, PRIMARIA MULTIGRADO"
Estelí,Pueblo Nuevo,3,22,PREESCOLAR CHILINCOCAL,5 KM AL NOROESTE MINED PUEBLO NUEVO.,13.37502500,-86.51913400,"PRIMARIA MULTIGRADO, PREESCOLAR FORMAL MULTINIVEL"
Estelí,San Juan de Limay,3,24,CENTRO ESCOLAR FELICITA PONCE DE RODRIGUEZ,DE LA IGLESIA EVANGELICA 1C AL OESTE.,13.17630000,-86.61020000,"III CICLO, PRIMARIA REGULAR"
Estelí,San Juan de Limay,3,24,INSTITUTO NACIONAL RUBEN DARIO,CONTIGUO A LOS GRANEROS SAN JUAN DE LIMAY.,13.17495800,-86.60499500,"SECUNDARIA REGULAR, SECUNDARIA POR ENCUENTRO"
Estelí,San Juan de Limay,3,24,CENTRO ESCOLAR JOSE DOLORES ESTRADA,3 KM AL NOROESTE.,13.19754700,-86.61300900,PRIMARIA MULTIGRADO
