department,municipality,dep_id,mun_id,Nombre,Direccion,Latitud,Longitud,Modalidades
Matagalpa,Terrabona,14,126,PAYACUCA (GERMAN POMARES),SALIDA APANTE 27 KM AL SUR.,12.78890000,-85.95010000,"PRIMARIA MULTIGRADO, SECUNDARIA EN EL CAMPO, PREESCOLAR COMUNITARIO MULTINIVEL"
Matagalpa,Terrabona,14,126,EL OBRAJE,13KM AL NORTE DE TERRABONA.,12.80410000,-85.96200000,"PRIMARIA MULTIGRADO, PREESCOLAR COMUNITARIO MULTINIVEL"
Matagalpa,Terrabona,14,126,EL CHAGUITE,15 KM AL NOR OESTE DE TIERRABONA.,12.79883000,-85.99448000,PRIMARIA MULTIGRADO
Matagalpa,Terrabona,14,126,CENTRO ESCOLAR CAÑADA GRANDE,CAÑADA GRANDE.,12.75250000,-85.94680000,PRIMARIA MULTIGRADO
Matagalpa,Terrabona,14,126,CENTRO ESCOLAR PUNTIZUELA,A 13KMS AL NORTE DEL POBLADO DE TERRABONA.,12.79670000,-85.97151000,"PREESCOLAR COMUNITARIO MULTINIVEL, PRIMARIA MULTIGRADO"
Matagalpa,Terrabona,14,126,CENTRO ESCOLAR EL PEDREGAL,DEL POBLADO MUNICIPAL 7 KM AL SUR.,12.67940000,-85.95670000,"PRIMARIA MULTIGRADO, PREESCOLAR COMUNITARIO MULTINIVEL"
Matagalpa,El Tuma La Dalia,14,132,CENTRO ESCOLAR SAGRADO CORAZON DE MARIA,EMPALME LOS PLACERES 7 KM AL NORTE.,13.00961000,-85.76772000,"PREESCOLAR COMUNITARIO MULTINIVEL, PRIMARIA MULTIGRADO"
Matagalpa,El Tuma La Dalia,14,132,RIO NEGRO,TERMINAL DE BUSSES EL POBLAR 10KM AL NORTE.,12.98680000,-85.66951000,"PREESCOLAR COMUNITARIO MULTINIVEL, PRIMARIA MULTIGRADO"
Matagalpa,El Tuma La Dalia,14,132,CENTRO ESCOLAR VERAPAZ,TERMINAL DE BUSES EL POBLAR 3KM AL OESTE.,13.02010000,-85.73660000,"PRIMARIA MULTIGRADO, PREESCOLAR COMUNITARIO MULTINIVEL"
Matagalpa,El Tuma La Dalia,14,132,CENTRO ESCOLAR 15 DE SEPTIEMBRE EL CRISTALITO,TERMINAL DE BUSES EL ROBLAR 8KM AL OESTE.,13.01091200,-85.70693600,"PREESCOLAR COMUNITARIO MULTINIVEL, PRIMARIA MULTIGRADO"
Matagalpa,El Tuma La Dalia,14,132,CENTRO ESCOLAR SANTA AMELIA,TERMINAL DE BUSES EL ROBLAR 9KM AL SURESTE.,13.00917700,-85.66367600,"PRIMARIA MULTIGRADO, PREESCOLAR COMUNITARIO MULTINIVEL"
Matagalpa,El Tuma La Dalia,14,132,CENTRO ESCOLAR 14 DE SEPTIEMBRE,DEL MERCADO MUNICIPAL300 MTS AL ESTE.,13.13760000,-85.73010000,"SECUNDARIA REGULAR, PREESCOLAR FORMAL MULTINIVEL, PRIMARIA REGULAR, PREESCOLAR COMUNITARIO MULTINIVEL"
Matagalpa,El Tuma La Dalia,14,132,CENTRO ESCOLAR ENMANUEL MONGALO,AGUA AMARILLA.,13.07910000,-85.66170000,"PRIMARIA REGULAR, PRIMARIA MULTIGRADO, PREESCOLAR COMUNITARIO MULTINIVEL"
Matagalpa,El Tuma La Dalia,14,132,CENTRO ESCOLAR LA GLORIA,"DEL TUMA 8 KMS AL OESTE, 6 KMS AL NORTE.",13.06270000,-85.80740000,"PREESCOLAR COMUNITARIO MULTINIVEL, PRIMARIA MULTIGRADO"
Matagalpa,El Tuma La Dalia,14,132,EL HULAR,DEL EMPALME 1 KM AL NORTE.,13.00616000,-85.80789800,"SECUNDARIA EN EL CAMPO, PREESCOLAR COMUNITARIO MULTINIVEL, PREESCOLAR COMUNITARIO, SECUNDARIA REGULAR, PRIMARIA REGULAR"
Matagalpa,El Tuma La Dalia,14,132,LA LUCHA,ENTRADA A CUATRO ESQUINA 8 KMS AL NORTE.,13.04566000,-85.80654000,"PREESCOLAR COMUNITARIO MULTINIVEL, PRIMARIA MULTIGRADO"
Matagalpa,El Tuma La Dalia,14,132,LA BONANZA,MALACAL 2 KM AL ESTE.,13.03300000,-85.80204000,"PRIMARIA REGULAR, PRIMARIA MULTIGRADO, PREESCOLAR COMUNITARIO MULTINIVEL, SECUNDARIA EN EL CAMPO"
Matagalpa,El Tuma La Dalia,14,132,CENTRO ESCOLAR LOS ANDES,KM 159 CTRA. MATAGALPA - TUMA LA DALIA.,13.04058200,-85.77133100,"PREESCOLAR COMUNITARIO MULTINIVEL, PRIMARIA MULTIGRADO"
Matagalpa,El Tuma La Dalia,14,132,AGUAS MARÍA #3 ( RUBEN DARIO),DEL EMPALME LOS GUIDOS 5 KMS AL NORTE.,13.04640900,-85.69407700,"SECUNDARIA EN EL CAMPO, PREESCOLAR COMUNITARIO MULTINIVEL, PRIMARIA MULTIGRADO"
Matagalpa,El Tuma La Dalia,14,132,PEDRO JOAQUIN CHAMORRO CARDENAL (LA PITA),"DEL TUMA 10 KMS AL OESTE, 5 KMS AL NORTE.",13.10396000,-85.76648000,"PRIMARIA MULTIGRADO, PREESCOLAR COMUNITARIO MULTINIVEL"
Matagalpa,El Tuma La Dalia,14,132,"EL QUEBRADON, NOEL E. ZELEDON",DEL TUMA 18 KM CARRETERA AL COYOLAR.,13.12469000,-85.81411000,"PREESCOLAR COMUNITARIO MULTINIVEL, PRIMARIA MULTIGRADO"
Matagalpa,El Tuma La Dalia,14,132,PRIMERO DE MAYO,DEL TUMA 5 KMS AL ESTE 1 KM AL SUR.,13.04387000,-85.70582900,"SECUNDARIA EN EL CAMPO, PRIMARIA MULTIGRADO, PRIMARIA REGULAR"
Matagalpa,El Tuma La Dalia,14,132,CENTRO ESCOLAR LA CEIBA COYOLAR # 4,DEL TUMA 13 KM CARRETERA AL COYOLAR.,13.12242000,-85.79455000,"PREESCOLAR COMUNITARIO MULTINIVEL, PRIMARIA MULTIGRADO"
Matagalpa,El Tuma La Dalia,14,132,CENTRO ESCOLAR JOSE DIMAS GONZALEZ URBINA,DEL TUMA 10 KMS AL OESTE.,13.09899000,-85.79018000,"SECUNDARIA REGULAR, SECUNDARIA EN EL CAMPO, PREESCOLAR COMUNITARIO MULTINIVEL, PRIMARIA MULTIGRADO"
Matagalpa,El Tuma La Dalia,14,132,COYOLAR#4 LOS OLIVOS,COYOLAR #4 IGLESIA EVANGELICA 100 MTS AL OESTE.,13.09486000,-85.82848000,PRIMARIA MULTIGRADO
Matagalpa,El Tuma La Dalia,14,132,VALLE LA ISLA,8 KM AL NOR ESTE DEL TUMA.,13.06642000,-85.79328000,"PRIMARIA MULTIGRADO, PRIMARIA REGULAR, PREESCOLAR COMUNITARIO MULTINIVEL, SECUNDARIA EN EL CAMPO, EBA"
Matagalpa,El Tuma La Dalia,14,132,RUBEN DARIO,DE LA IGLESIA FARO DE LUZ 1KM AL SUR.,13.02201900,-85.69728000,"PRIMARIA MULTIGRADO, PREESCOLAR COMUNITARIO MULTINIVEL"
Matagalpa,El Tuma La Dalia,14,132,LA CHOCOLATA,FINCA LA CHOCOLATA.,13.13649700,-85.72976300,"PREESCOLAR COMUNITARIO MULTINIVEL, PRIMARIA MULTIGRADO"
Matagalpa,El Tuma La Dalia,14,132,EL PAVON #1,ENTRADA HC SAN MARTIN 12 KM AL OESTE.,13.14355100,-85.78167300,"PRIMARIA MULTIGRADO, PREESCOLAR COMUNITARIO MULTINIVEL"
Matagalpa,El Tuma La Dalia,14,132,PIEDRA LUNA #1,PIEDRA LUNA #1.,13.07270000,-85.72630000,PRIMARIA MULTIGRADO
Matagalpa,El Tuma La Dalia,14,132,CENTRO ESCOLAR GRANADILLO # 2,DEL MECD 7 KM CARRETERA A MATAGALPA.,13.09130000,-85.74371000,"PRIMARIA MULTIGRADO, PREESCOLAR COMUNITARIO MULTINIVEL"
Matagalpa,El Tuma La Dalia,14,132,GRANADILLO #4,MECD 4 KMS AL SURESTE.,13.19860800,-85.72928100,"PREESCOLAR COMUNITARIO MULTINIVEL, PRIMARIA MULTIGRADO"
Matagalpa,El Tuma La Dalia,14,132,"EL PAVON NO.2,",13 KM AL SUR OESTE DE LA DALIA.,13.14920000,-85.79050000,"PREESCOLAR COMUNITARIO MULTINIVEL, SECUNDARIA EN EL CAMPO, PRIMARIA MULTIGRADO"
Matagalpa,El Tuma La Dalia,14,132,CENTRO ESCOLAR SAN MARTIN,DE LA DELEGACION MECD 2.5 KM CARRETERA A MATAGALPA.,13.12248400,-85.74770200,"PREESCOLAR COMUNITARIO MULTINIVEL, SECUNDARIA EN EL CAMPO, PRIMARIA REGULAR"
Matagalpa,El Tuma La Dalia,14,132,LA REVANCHA,HACIENDA LA REVANCHA.,13.12402700,-85.75811500,"PREESCOLAR COMUNITARIO MULTINIVEL, PRIMARIA MULTIGRADO"
Matagalpa,El Tuma La Dalia,14,132,FRANCISCO GONZALEZ (SAN JOSE DE WASAKA),DEL MECD 2 KMS AL OESTE.,13.12784900,-85.74184000,"PREESCOLAR COMUNITARIO MULTINIVEL, PRIMARIA MULTIGRADO"
Matagalpa,El Tuma La Dalia,14,132,SAN ISIDORO DE CARATERA,DEL MECD 6 KM AL NORESTE.,13.15519000,-85.75237000,"PRIMARIA MULTIGRADO, PREESCOLAR COMUNITARIO MULTINIVEL"
Matagalpa,El Tuma La Dalia,14,132,SANTA MARTHA (LOS CONEJITOS),DEL Bº LINDA VISTA 3 KMS AL OESTE.,13.21620200,-85.65442500,"PREESCOLAR COMUNITARIO MULTINIVEL, PRIMARIA MULTIGRADO"
Matagalpa,El Tuma La Dalia,14,132,SAN FRANCISCO DE PEÑAS BLANCAS,DELEGACION MECD 27 KM CARRETERA A WALASLALA.,13.21620200,-85.65432000,"PRIMARIA REGULAR, PRIMARIA MULTIGRADO, SECUNDARIA POR ENCUENTRO, PREESCOLAR COMUNITARIO MULTINIVEL"
Matagalpa,El Tuma La Dalia,14,132,CENTRO ESCOLAR SAN ANTONIO DE WASAKA,DEL MECD 2 KM CTRA. WASLALA 1 KM AL NORESTE.,13.14759100,-85.72801700,"PREESCOLAR COMUNITARIO MULTINIVEL, PRIMARIA MULTIGRADO"
Matagalpa,El Tuma La Dalia,14,132,ISLA DE PEÑAS BLANCAS (SACUANJOCHE),DEL MECD 15 KMS SOBRE CTRA. A W..,13.22190000,-85.69150000,"PREESCOLAR COMUNITARIO MULTINIVEL, PRIMARIA MULTIGRADO, PRIMARIA REGULAR"
Matagalpa,El Tuma La Dalia,14,132,LAS DELICIAS (LOS PAJARITOS),DEL MECD13 KM AL OESTE.,13.17701100,-85.75001200,"PRIMARIA REGULAR, PREESCOLAR COMUNITARIO MULTINIVEL, SECUNDARIA EN EL CAMPO, PRIMARIA MULTIGRADO"
Matagalpa,El Tuma La Dalia,14,132,KANSAS CITY,MECD TUMA LA DALIA 18 KMS CARRETERA NUEVA A BOCAY.,13.23378200,-85.72816200,"PREESCOLAR COMUNITARIO MULTINIVEL, PRIMARIA MULTIGRADO"
Matagalpa,El Tuma La Dalia,14,132,SONORA,MECD 20 KMS AL NORTE CTRA AL CUA BOCAY.,13.24230200,-85.72941300,"PRIMARIA MULTIGRADO, PREESCOLAR COMUNITARIO MULTINIVEL"
Matagalpa,El Tuma La Dalia,14,132,LA SELVA,MECD LA DALIA 13 KM AL NORTE.,13.18680000,-85.75650000,"PREESCOLAR COMUNITARIO MULTINIVEL, PRIMARIA MULTIGRADO"
Matagalpa,El Tuma La Dalia,14,132,CENTRO ESCOLAR LA ESTRELLA DE BELEN,DEL MECD LA DALIA 3 KMS ½ CTRA. WASLALA.,13.16566400,-85.72715500,"SECUNDARIA POR ENCUENTRO, PREESCOLAR COMUNITARIO MULTINIVEL, SECUNDARIA REGULAR, PRIMARIA REGULAR"
Matagalpa,El Tuma La Dalia,14,132,WASSAKA SUR ESTE,WASSAKA SUR ESTE 10 KM CERRO  BULL - BULL.,13.14460900,-85.66204700,"PREESCOLAR COMUNITARIO MULTINIVEL, PRIMARIA MULTIGRADO"
Matagalpa,El Tuma La Dalia,14,132,LAS VEGUITAS,DE LA DELEGACION MPAL. 9 KMS AL ESTE.,13.12060000,-85.67770000,"PREESCOLAR COMUNITARIO MULTINIVEL, SECUNDARIA EN EL CAMPO, PRIMARIA MULTIGRADO"
Matagalpa,El Tuma La Dalia,14,132,CENTRO ESCOLAR IVAN LEIVRAS,DE LA DELEGACION MECD 18 KMS AL NORESTE.,13.07770000,-85.65390000,"PRIMARIA REGULAR, PREESCOLAR COMUNITARIO MULTINIVEL, PRIMARIA MULTIGRADO"
Matagalpa,El Tuma La Dalia,14,132,SANTO AGUSTIN DE BULL BULL,DEL MECD 27 KMS AL SUROESTE.,13.13630000,-85.60300000,"PREESCOLAR COMUNITARIO MULTINIVEL, PRIMARIA MULTIGRADO"
Matagalpa,El Tuma La Dalia,14,132,CENTRO ESCOLAR 18 DE ENERO,DE WASSAKA SUR ESTE 10 KM AL SUR.,13.18960000,-85.67010000,"SECUNDARIA EN EL CAMPO, PREESCOLAR COMUNITARIO MULTINIVEL, PRIMARIA MULTIGRADO"
Matagalpa,El Tuma La Dalia,14,132,REPUBLICA DE FRANCIA,DEL MECD 6 KMS AL ESTE.,13.12190800,-85.69620100,"PREESCOLAR COMUNITARIO MULTINIVEL, PRIMARIA MULTIGRADO"
Matagalpa,El Tuma La Dalia,14,132,LA TRONCA # 1,DE LA DELEGACION MPAL. 18 KMS AL ESTE.,13.15635000,-85.63712000,"PREESCOLAR COMUNITARIO MULTINIVEL, PRIMARIA MULTIGRADO"
Matagalpa,El Tuma La Dalia,14,132,LAS VEGAS,CONTIGUO  CASA HACIENDA LAS VEGAS.,13.14992600,-85.59075000,PRIMARIA MULTIGRADO
Matagalpa,El Tuma La Dalia,14,132,SAN JOSE DE YALE # 1,DE LA DALIA 14 KMS AL ESTE 4 KM AL NORTE.,13.11908000,-85.64815000,"PRIMARIA MULTIGRADO, PREESCOLAR COMUNITARIO MULTINIVEL"
Matagalpa,El Tuma La Dalia,14,132,YALE # 3,DEL MECD 20 KMS AL ESTE.,13.08244700,-85.63201700,"PREESCOLAR COMUNITARIO MULTINIVEL, PRIMARIA MULTIGRADO"
Matagalpa,El Tuma La Dalia,14,132,JOSE DOLORES ESTRADA,DEL MECD 8 KMS AL ESTE.,13.10133000,-85.68650000,"PREESCOLAR COMUNITARIO MULTINIVEL, PRIMARIA MULTIGRADO"
Matagalpa,El Tuma La Dalia,14,132,CENTRO ESCOLAR EL MADROÑO,DE LA ESC. 14 DE SEPT. 3 KMS CARRETERA A BULL - BULL.,13.12640000,-85.71201000,"PRIMARIA MULTIGRADO, PREESCOLAR COMUNITARIO MULTINIVEL"
Matagalpa,El Tuma La Dalia,14,132,SANTA MARIA DE WASAKA,DEL MECD DE LA DALIA 5 KMS AL NORESTE.,13.16885000,-85.71224000,"PRIMARIA REGULAR, PRIMARIA MULTIGRADO, PREESCOLAR COMUNITARIO MULTINIVEL"
Matagalpa,El Tuma La Dalia,14,132,CENTRO ESCOLAR LORENZO ARAUZ,WASSAKA ABAJO COOPERATIVA JULIO BUITRAGO.,13.13940000,-85.69220000,"PREESCOLAR COMUNITARIO MULTINIVEL, PRIMARIA MULTIGRADO, IV CICLO, III CICLO"
Matagalpa,El Tuma La Dalia,14,132,TAPASLE (GUAPOTAL),DE LOS CHIMBOS 4 KMS AL NOROESTE.,13.02896200,-85.62982100,"PRIMARIA MULTIGRADO, PREESCOLAR COMUNITARIO MULTINIVEL"
Matagalpa,El Tuma La Dalia,14,132,CENTRO ESCOLAR LUIS ALFREDO LACAYO,FRENTE ESTACION EL POCHOTE.,13.06283800,-85.74479100,"PRIMARIA REGULAR, PREESCOLAR FORMAL, PREESCOLAR FORMAL MULTINIVEL, PREESCOLAR COMUNITARIO MULTINIVEL, PRIMARIA A DISTANCIA EN EL CAMPO"
Matagalpa,El Tuma La Dalia,14,132,CENTRO ESCOLAR SAN MIGUEL,EL TUMA LA DALIA 36 KMS AL ESTE.,13.12697400,-85.62112300,"PRIMARIA MULTIGRADO, PREESCOLAR COMUNITARIO MULTINIVEL, III CICLO"
Matagalpa,El Tuma La Dalia,14,132,CENTRO ESCOLAR 23 DE ABRIL,COMARCA YALE # 4.,13.11878000,-85.63008000,"PRIMARIA MULTIGRADO, PREESCOLAR COMUNITARIO MULTINIVEL"
Matagalpa,El Tuma La Dalia,14,132,CENTRO ESCOLAR EL DIAMANTE,CASERIO EL DIAMANTE.,13.05266000,-85.75866000,"PRIMARIA REGULAR, PRIMARIA MULTIGRADO, PREESCOLAR COMUNITARIO MULTINIVEL"
Matagalpa,El Tuma La Dalia,14,132,CENTRO ESCOLAR SANTO DOMINGO DE BULL BULL,DE LA TRANCA #2 14 KM AL ESTE.,13.11619000,-85.57110000,"PREESCOLAR COMUNITARIO MULTINIVEL, PRIMARIA MULTIGRADO"
Matagalpa,El Tuma La Dalia,14,132,CENTRO ESCOLAR 29 DE JUNIO,COMUNIDAD LA CEIBA BULL BULL.,13.16693300,-85.60433100,"SECUNDARIA EN EL CAMPO, PREESCOLAR COMUNITARIO MULTINIVEL, PRIMARIA MULTIGRADO, PRIMARIA REGULAR"
Matagalpa,El Tuma La Dalia,14,132,GRANADILLO #1,GRANADILLO NO.1.,13.10528400,-85.71993100,"PREESCOLAR COMUNITARIO MULTINIVEL, PRIMARIA MULTIGRADO"
Matagalpa,El Tuma La Dalia,14,132,CENTRO ESCOLAR SAN MARTIN LA TRONCA # 2,COMARCA SAN MARTIN TRONCA #2.,13.13414900,-85.62249300,"PRIMARIA MULTIGRADO, IV CICLO, PREESCOLAR COMUNITARIO MULTINIVEL, III CICLO"
Matagalpa,El Tuma La Dalia,14,132,WASAKA ARRIBA,DEL PUENTE DE PABON 5 KM AL ESTE.,13.19740000,-85.69263000,"PREESCOLAR COMUNITARIO MULTINIVEL, PRIMARIA MULTIGRADO"
Matagalpa,El Tuma La Dalia,14,132,MIGUEL DE LARREYNAGA,DEL TUMA 11 KMS AL OESTE 3 AL NORTE.,13.11647000,-85.78233000,"PRIMARIA MULTIGRADO, PREESCOLAR COMUNITARIO MULTINIVEL"
Matagalpa,El Tuma La Dalia,14,132,HILIPO,EMPALME LOS GUIDO 2 KM AL NORTE.,13.05868000,-85.71406900,"PREESCOLAR COMUNITARIO MULTINIVEL, PRIMARIA MULTIGRADO"
Matagalpa,El Tuma La Dalia,14,132,QUILILITO #1,DE LA CAMPANA 5 KM AL ESTE.,13.08980500,-85.58240700,"PRIMARIA MULTIGRADO, PREESCOLAR COMUNITARIO MULTINIVEL"
Matagalpa,El Tuma La Dalia,14,132,CENTRO ESCOLAR LA MORA,DE LA DELEG. MPAL. 15 KMS CTA. WASLALA.,13.21498000,-85.71051000,"SECUNDARIA EN EL CAMPO, SECUNDARIA REGULAR, PRIMARIA REGULAR"
Matagalpa,El Tuma La Dalia,14,132,14 DE SEPTIEMBRE,TUMA 4 KM AL OESTE 5 KM AL NORTE.,13.07979000,-85.76107000,"PREESCOLAR COMUNITARIO MULTINIVEL, SECUNDARIA EN EL CAMPO, PRIMARIA MULTIGRADO"
Matagalpa,El Tuma La Dalia,14,132,YALE #1,DE LA DELEG. MPAL 13 KMS SOBRE LA VIA.,13.10540000,-85.64330000,"SECUNDARIA EN EL CAMPO, PREESCOLAR COMUNITARIO MULTINIVEL, PRIMARIA MULTIGRADO"
Matagalpa,El Tuma La Dalia,14,132,FILAS GRANDES,KM 180 CARRETERA A GUAPOTAL.,13.00771800,-85.64017800,"PREESCOLAR COMUNITARIO MULTINIVEL, SECUNDARIA EN EL CAMPO, PRIMARIA MULTIGRADO"
Matagalpa,El Tuma La Dalia,14,132,VERAPAZ,COOPERATIVA VERA PAZ.,13.03808400,-85.73878400,"PRIMARIA MULTIGRADO, PREESCOLAR COMUNITARIO MULTINIVEL, SECUNDARIA EN EL CAMPO"
Matagalpa,El Tuma La Dalia,14,132,SAN LUIS DE WASAKA,DEL PUENTE 7 KM AL NORTE.,13.15498000,-85.69899000,"PREESCOLAR COMUNITARIO MULTINIVEL, PRIMARIA MULTIGRADO"
Matagalpa,El Tuma La Dalia,14,132,CENTRO ESCOLAR CARLOS FONSECA AMADOR ( LINDA VISTA,ESTADIO MUNICIPAL 2 C AL ESTE Y ½ AL SUR.,13.13930000,-85.73730000,PRIMARIA REGULAR
Matagalpa,El Tuma La Dalia,14,132,CENTRO ESCOLAR 23 DE JUNIO,DE LA DELEG. MECD 25 KMS AL SUR.,13.08280000,-85.64280000,"PREESCOLAR COMUNITARIO MULTINIVEL, PRIMARIA MULTIGRADO"
Matagalpa,El Tuma La Dalia,14,132,CENTRO ESCOLAR VILLA NUEVA,KM 186 CARRETERA A GUAPOTAL CENTRAL.,12.99821700,-85.61083100,"PRIMARIA MULTIGRADO, PRIMARIA REGULAR, PREESCOLAR COMUNITARIO MULTINIVEL"
Matagalpa,El Tuma La Dalia,14,132,AGUA AMARILLA # 2,KM 175 CARRETERA A GUAPOTAL.,13.03180000,-85.67448000,"PRIMARIA A DISTANCIA EN EL CAMPO, PREESCOLAR COMUNITARIO MULTINIVEL, PRIMARIA MULTIGRADO, SECUNDARIA REGULAR"
Matagalpa,El Tuma La Dalia,14,132,CENTRO ESCOLAR SAN JORGE,ENTRADA ALONSO ARCEDA 5 KMS AL ESTE.,12.98980000,-85.64580000,PRIMARIA MULTIGRADO
Matagalpa,El Tuma La Dalia,14,132,CENTRO ESCOLAR PENJAMO,DEL MECD 9 KMS AL NOROESTE.,13.14315000,-85.70142000,PRIMARIA MULTIGRADO
Matagalpa,El Tuma La Dalia,14,132,CENTRO ESCOLAR EL NARANJO,DEL MECD 17 KM AL NORTE  CARRETERA A WASLALA.,13.19870000,-85.72929000,"PREESCOLAR COMUNITARIO MULTINIVEL, PRIMARIA MULTIGRADO"
Matagalpa,El Tuma La Dalia,14,132,CENTRO ESCOLAR EL GALOPE,DEL MECD 45 KM AL ESTE.,13.19840000,-85.61400000,"PRIMARIA MULTIGRADO, PRIMARIA REGULAR, SECUNDARIA EN EL CAMPO, PREESCOLAR COMUNITARIO MULTINIVEL"
Matagalpa,El Tuma La Dalia,14,132,CENTRO ESCOLAR BERNARDINO DIAZ OCHOA,DE LA DELEGACION DEL MECD 26 KMS CTRA. A WASLALA.,13.23113300,-85.62052100,"PREESCOLAR COMUNITARIO MULTINIVEL, SECUNDARIA REGULAR, SECUNDARIA POR ENCUENTRO, PRIMARIA REGULAR"
Matagalpa,El Tuma La Dalia,14,132,NUEVO EBENEZER (ALEJANDRO M.),DE LA ESCUELA 14 DE SEPTIEMBRE 1 KMS AL SUR.,13.12827800,-85.72674300,"PRIMARIA REGULAR, PREESCOLAR COMUNITARIO MULTINIVEL, PRIMARIA MULTIGRADO"
Matagalpa,El Tuma La Dalia,14,132,WASAKITA,DEL MECD 25 KMS AL ESTE.,13.18480000,-85.71510000,PRIMARIA MULTIGRADO
Matagalpa,El Tuma La Dalia,14,132,BELLO AMANECER (GUAPOTALITO),DONDE ALFEDRO RIVERA 7 KM AL ESTE.,13.06075200,-85.68055700,"PREESCOLAR COMUNITARIO MULTINIVEL, PRIMARIA MULTIGRADO"
Matagalpa,El Tuma La Dalia,14,132,HACIENDA LA DALIA,DEL EMPALME ENRRIQUE HERNÁNDEZ 2 KMS AL NORTE.,13.14800000,-85.67880000,"PRIMARIA MULTIGRADO, PREESCOLAR COMUNITARIO MULTINIVEL"
Matagalpa,El Tuma La Dalia,14,132,EL CARMEN Nº 2,DEL MECD 26 KMS CTRA. A WASLALA.,13.22854000,-85.62946000,"PREESCOLAR COMUNITARIO MULTINIVEL, PRIMARIA MULTIGRADO"
Matagalpa,El Tuma La Dalia,14,132,QUILILITO Nº 2,MECD 28 KMS AL ESTE.,13.12562300,-85.61397300,"PRIMARIA MULTIGRADO, PREESCOLAR COMUNITARIO MULTINIVEL"
Matagalpa,El Tuma La Dalia,14,132,EL BUEN MAESTRO (LA ESPERANZA),"CTRA. TUMA-GUAPOTAL KM 176, 4 KMS AL ESTE.",13.02669300,-85.60525800,"PREESCOLAR COMUNITARIO MULTINIVEL, PRIMARIA MULTIGRADO"
Matagalpa,El Tuma La Dalia,14,132,LA MEDALLA,DE LA ESCUELA BASE 2 KMS AL NOROESTE.,13.04340000,-85.67260000,"PRIMARIA MULTIGRADO, PREESCOLAR COMUNITARIO MULTINIVEL"
Matagalpa,El Tuma La Dalia,14,132,EL SOCORRO,DE LA CASA DE FAMILIA FLEY 2 KM AL SUR.,12.97808800,-85.63147800,"PREESCOLAR COMUNITARIO MULTINIVEL, PRIMARIA MULTIGRADO"
Matagalpa,El Tuma La Dalia,14,132,EL CIELO,HACIENDA EL CIELO.,13.03410200,-85.75079600,"PRIMARIA MULTIGRADO, PREESCOLAR COMUNITARIO MULTINIVEL"
Matagalpa,El Tuma La Dalia,14,132,CENTRO ESCOLAR CAS LUIS HERNANDEZ,DELEGACION MUNICIPAL28 KMS AL NORTE.,13.22082700,-85.60974500,"PREESCOLAR COMUNITARIO MULTINIVEL, PRIMARIA MULTIGRADO"
Matagalpa,El Tuma La Dalia,14,132,SANTA ROSA,DELEGACIÓN MUNICIPAL 18 KMS AL NORTE.,13.16840000,-85.77420000,"PREESCOLAR COMUNITARIO MULTINIVEL, PRIMARIA MULTIGRADO"
Matagalpa,El Tuma La Dalia,14,132,EL CONSUELO,DELEGACIÓN MUNICIPAL 2KMS AL OESTE.,13.14787000,-85.74220000,"PREESCOLAR COMUNITARIO MULTINIVEL, PRIMARIA MULTIGRADO"
Matagalpa,El Tuma La Dalia,14,132,EL CASTILLO,DELEGACIÓN MUNICIPAL 26 KMS AL ESTE.,13.08389000,-85.60436000,"PRIMARIA MULTIGRADO, PREESCOLAR COMUNITARIO MULTINIVEL"
Matagalpa,El Tuma La Dalia,14,132,SAN PEDRO,COMUNIDAD SAN PEDRO.,13.14015000,-85.71970000,"PRIMARIA MULTIGRADO, PREESCOLAR COMUNITARIO MULTINIVEL"
Matagalpa,El Tuma La Dalia,14,132,LAS TORREZ,DEL MECD 5 KMS AL NORTE CTA. WASLALA.,13.18079000,-85.73350000,"PREESCOLAR COMUNITARIO MULTINIVEL, PRIMARIA MULTIGRADO"
Matagalpa,El Tuma La Dalia,14,132,BUENOS AIRES,DELEG. MUNIC. 25KMS AL ESTE.,13.20432000,-85.63840000,"PRIMARIA MULTIGRADO, PREESCOLAR COMUNITARIO MULTINIVEL"
Matagalpa,El Tuma La Dalia,14,132,SANTA TERESA,DELEGAC. MECD 35KMS AL ESTE CARRETERA A BULL BULL.,13.10090000,-85.53990000,"PRIMARIA MULTIGRADO, PREESCOLAR COMUNITARIO MULTINIVEL"
Matagalpa,El Tuma La Dalia,14,132,INSTITUTO NACIONAL LA DALIA,COSTADO OESTE DE LA IGLESIA CATOLICA.,13.13619700,-85.73788300,"SECUNDARIA REGULAR, SECUNDARIA POR ENCUENTRO"
Matagalpa,El Tuma La Dalia,14,132,CINCO PINO,DELEGACION MUNICIPAL 30KM AL NORTE.,13.20424600,-85.62571900,"PRIMARIA MULTIGRADO, PREESCOLAR COMUNITARIO MULTINIVEL"
Matagalpa,El Tuma La Dalia,14,132,CENTRO ESCOLAR PABLO ANTONIO CUADRA,MECD 8KM AL NORTE CARRETERA A WASLALA.,13.20602100,-85.72391800,"PREESCOLAR COMUNITARIO MULTINIVEL, PRIMARIA MULTIGRADO"
Matagalpa,El Tuma La Dalia,14,132,INSTITUTO SOR MARÍA ROMERO (EL TUMA),CONTIGUO AL PUESTO DE SALUD EL TUMA.,13.06349700,-85.74532900,"SECUNDARIA REGULAR, PRIMARIA REGULAR"
